date,fındık fiyatı
2012-11-20,44
2012-11-21,79
2012-11-22,75
2012-11-23,84
2012-11-24,43
2012-11-25,0
2012-11-26,77
2012-11-27,68
2012-11-28,77
2012-11-29,70
2012-11-30,77
2012-12-01,0
2012-12-02,0
2012-12-03,93
2012-12-04,72
2012-12-05,89
2012-12-06,78
2012-12-07,97
2012-12-08,48
2012-12-09,0
2012-12-10,76
2012-12-11,73
2012-12-12,76
2012-12-13,86
2012-12-14,64
2012-12-15,0
2012-12-16,0
2012-12-17,71
2012-12-18,82
2012-12-19,65
2012-12-20,62
2012-12-21,81
2012-12-22,45
2012-12-23,0
2012-12-24,56
2012-12-25,72
2012-12-26,50
2012-12-27,100
2012-12-28,46
2012-12-29,0
2012-12-30,0
2012-12-31,0
2013-01-01,0
2013-01-02,66
2013-01-03,68
2013-01-04,85
2013-01-05,0
2013-01-06,0
2013-01-07,60
2013-01-08,60
2013-01-09,0
2013-01-10,43
2013-01-11,67
2013-01-12,0
2013-01-13,0
2013-01-14,65
2013-01-15,48
2013-01-16,92
2013-01-17,64
2013-01-18,0
2013-01-19,0
2013-01-20,0
2013-01-21,0
2013-01-22,0
2013-01-23,49
2013-01-24,43
2013-01-25,67
2013-01-26,0
2013-01-27,0
2013-01-28,54
2013-01-29,0
2013-01-30,0
2013-01-31,40
2013-02-01,0
2013-02-02,0
2013-02-03,0
2013-02-04,63
2013-02-05,0
2013-02-06,0
2013-02-07,0
2013-02-08,41
2013-02-09,0
2013-02-10,0
2013-02-11,40
2013-02-12,0
2013-02-13,0
2013-02-14,0
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,0
