date,fındık fiyatı
2018-10-20,18
2018-10-21,16
2018-10-22,29
2018-10-23,25
2018-10-24,23
2018-10-25,27
2018-10-26,100
2018-10-27,41
2018-10-28,22
2018-10-29,35
2018-10-30,43
2018-10-31,43
2018-11-01,44
2018-11-02,43
2018-11-03,21
2018-11-04,21
2018-11-05,32
2018-11-06,29
2018-11-07,24
2018-11-08,25
2018-11-09,27
2018-11-10,15
2018-11-11,14
2018-11-12,28
2018-11-13,22
2018-11-14,25
2018-11-15,26
2018-11-16,25
2018-11-17,14
2018-11-18,13
2018-11-19,18
2018-11-20,22
2018-11-21,21
2018-11-22,18
2018-11-23,18
2018-11-24,8
2018-11-25,11
2018-11-26,17
2018-11-27,16
2018-11-28,21
2018-11-29,14
2018-11-30,17
2018-12-01,7
2018-12-02,10
2018-12-03,16
2018-12-04,15
2018-12-05,16
2018-12-06,12
2018-12-07,13
2018-12-08,11
2018-12-09,7
2018-12-10,14
2018-12-11,15
2018-12-12,12
2018-12-13,12
2018-12-14,17
2018-12-15,13
2018-12-16,6
2018-12-17,12
2018-12-18,11
2018-12-19,11
2018-12-20,12
2018-12-21,12
2018-12-22,0
2018-12-23,6
2018-12-24,19
2018-12-25,8
2018-12-26,9
2018-12-27,9
2018-12-28,12
2018-12-29,9
2018-12-30,0
2018-12-31,10
2019-01-01,10
2019-01-02,15
2019-01-03,10
2019-01-04,11
2019-01-05,8
2019-01-06,6
2019-01-07,13
2019-01-08,10
2019-01-09,12
2019-01-10,14
2019-01-11,11
2019-01-12,7
2019-01-13,7
2019-01-14,18
2019-01-15,14
2019-01-16,14
2019-01-17,17
2019-01-18,11
