date,fındık fiyatı
2022-02-01,60
2022-02-02,59
2022-02-03,51
2022-02-04,64
2022-02-05,0
2022-02-06,53
2022-02-07,50
2022-02-08,54
2022-02-09,53
2022-02-10,61
2022-02-11,48
2022-02-12,70
2022-02-13,51
2022-02-14,56
2022-02-15,52
2022-02-16,94
2022-02-17,71
2022-02-18,72
2022-02-19,60
2022-02-20,44
2022-02-21,73
2022-02-22,56
2022-02-23,57
2022-02-24,63
2022-02-25,67
2022-02-26,51
2022-02-27,28
2022-02-28,52
2022-03-01,58
2022-03-02,29
2022-03-03,54
2022-03-04,81
2022-03-05,100
2022-03-06,73
2022-03-07,93
2022-03-08,67
2022-03-09,62
2022-03-10,52
2022-03-11,50
2022-03-12,70
2022-03-13,61
2022-03-14,79
2022-03-15,56
2022-03-16,61
2022-03-17,47
2022-03-18,55
2022-03-19,45
2022-03-20,39
2022-03-21,74
2022-03-22,57
2022-03-23,42
2022-03-24,75
2022-03-25,65
2022-03-26,53
2022-03-27,48
2022-03-28,53
2022-03-29,59
2022-03-30,61
2022-03-31,53
2022-04-01,55
2022-04-02,47
2022-04-03,39
2022-04-04,47
2022-04-05,53
2022-04-06,52
2022-04-07,59
2022-04-08,59
2022-04-09,52
2022-04-10,34
2022-04-11,54
2022-04-12,68
2022-04-13,65
2022-04-14,57
2022-04-15,44
2022-04-16,42
2022-04-17,28
2022-04-18,45
2022-04-19,36
2022-04-20,66
2022-04-21,37
2022-04-22,29
2022-04-23,0
2022-04-24,32
2022-04-25,59
2022-04-26,35
2022-04-27,26
2022-04-28,39
2022-04-29,26
2022-04-30,0
2022-05-01,23
2022-05-02,41
