date,fındık fiyatı
2018-05-13,0
2018-05-14,12
2018-05-15,11
2018-05-16,11
2018-05-17,14
2018-05-18,0
2018-05-19,13
2018-05-20,0
2018-05-21,10
2018-05-22,12
2018-05-23,11
2018-05-24,14
2018-05-25,11
2018-05-26,12
2018-05-27,0
2018-05-28,10
2018-05-29,0
2018-05-30,13
2018-05-31,14
2018-06-01,21
2018-06-02,16
2018-06-03,0
2018-06-04,12
2018-06-05,13
2018-06-06,9
2018-06-07,11
2018-06-08,11
2018-06-09,0
2018-06-10,16
2018-06-11,11
2018-06-12,13
2018-06-13,17
2018-06-14,11
2018-06-15,15
2018-06-16,0
2018-06-17,0
2018-06-18,19
2018-06-19,12
2018-06-20,0
2018-06-21,0
2018-06-22,10
2018-06-23,15
2018-06-24,9
2018-06-25,11
2018-06-26,19
2018-06-27,13
2018-06-28,13
2018-06-29,0
2018-06-30,10
2018-07-01,0
2018-07-02,10
2018-07-03,0
2018-07-04,12
2018-07-05,0
2018-07-06,14
2018-07-07,15
2018-07-08,0
2018-07-09,21
2018-07-10,14
2018-07-11,17
2018-07-12,14
2018-07-13,0
2018-07-14,18
2018-07-15,0
2018-07-16,13
2018-07-17,13
2018-07-18,15
2018-07-19,20
2018-07-20,22
2018-07-21,23
2018-07-22,27
2018-07-23,20
2018-07-24,32
2018-07-25,19
2018-07-26,29
2018-07-27,34
2018-07-28,30
2018-07-29,32
2018-07-30,26
2018-07-31,36
2018-08-01,35
2018-08-02,39
2018-08-03,54
2018-08-04,42
2018-08-05,41
2018-08-06,67
2018-08-07,80
2018-08-08,96
2018-08-09,82
2018-08-10,91
2018-08-11,100
