date,fındık fiyatı
2016-05-23,100
2016-05-24,87
2016-05-25,87
2016-05-26,76
2016-05-27,78
2016-05-28,40
2016-05-29,27
2016-05-30,78
2016-05-31,69
2016-06-01,80
2016-06-02,52
2016-06-03,55
2016-06-04,28
2016-06-05,26
2016-06-06,54
2016-06-07,61
2016-06-08,57
2016-06-09,45
2016-06-10,47
2016-06-11,29
2016-06-12,19
2016-06-13,54
2016-06-14,42
2016-06-15,48
2016-06-16,34
2016-06-17,33
2016-06-18,23
2016-06-19,24
2016-06-20,44
2016-06-21,41
2016-06-22,32
2016-06-23,45
2016-06-24,39
2016-06-25,21
2016-06-26,16
2016-06-27,32
2016-06-28,32
2016-06-29,35
2016-06-30,36
2016-07-01,30
2016-07-02,28
2016-07-03,16
2016-07-04,22
2016-07-05,12
2016-07-06,14
2016-07-07,26
2016-07-08,18
2016-07-09,17
2016-07-10,18
2016-07-11,28
2016-07-12,38
2016-07-13,43
2016-07-14,42
2016-07-15,39
2016-07-16,17
2016-07-17,27
2016-07-18,34
2016-07-19,37
2016-07-20,25
2016-07-21,30
2016-07-22,37
2016-07-23,29
2016-07-24,25
2016-07-25,33
2016-07-26,31
2016-07-27,30
2016-07-28,27
2016-07-29,29
2016-07-30,26
2016-07-31,19
2016-08-01,47
2016-08-02,65
2016-08-03,70
2016-08-04,56
2016-08-05,57
2016-08-06,45
2016-08-07,43
2016-08-08,64
2016-08-09,55
2016-08-10,51
2016-08-11,51
2016-08-12,57
2016-08-13,44
2016-08-14,41
2016-08-15,72
2016-08-16,66
2016-08-17,75
2016-08-18,63
2016-08-19,82
2016-08-20,72
2016-08-21,51
