date,fındık fiyatı
2022-04-22,32
2022-04-23,0
2022-04-24,36
2022-04-25,66
2022-04-26,39
2022-04-27,29
2022-04-28,44
2022-04-29,30
2022-04-30,0
2022-05-01,25
2022-05-02,46
2022-05-03,44
2022-05-04,54
2022-05-05,46
2022-05-06,58
2022-05-07,53
2022-05-08,37
2022-05-09,52
2022-05-10,60
2022-05-11,47
2022-05-12,43
2022-05-13,63
2022-05-14,40
2022-05-15,50
2022-05-16,45
2022-05-17,58
2022-05-18,62
2022-05-19,67
2022-05-20,56
2022-05-21,30
2022-05-22,31
2022-05-23,48
2022-05-24,50
2022-05-25,39
2022-05-26,42
2022-05-27,39
2022-05-28,57
2022-05-29,35
2022-05-30,0
2022-05-31,50
2022-06-01,32
2022-06-02,74
2022-06-03,55
2022-06-04,0
2022-06-05,61
2022-06-06,49
2022-06-07,66
2022-06-08,53
2022-06-09,57
2022-06-10,43
2022-06-11,43
2022-06-12,53
2022-06-13,50
2022-06-14,62
2022-06-15,28
2022-06-16,44
2022-06-17,65
2022-06-18,53
2022-06-19,93
2022-06-20,86
2022-06-21,48
2022-06-22,25
2022-06-23,48
2022-06-24,63
2022-06-25,0
2022-06-26,71
2022-06-27,43
2022-06-28,55
2022-06-29,56
2022-06-30,40
2022-07-01,58
2022-07-02,35
2022-07-03,41
2022-07-04,50
2022-07-05,45
2022-07-06,44
2022-07-07,57
2022-07-08,64
2022-07-09,54
2022-07-10,49
2022-07-11,73
2022-07-12,100
2022-07-13,66
2022-07-14,66
2022-07-15,59
2022-07-16,94
2022-07-17,64
2022-07-18,63
2022-07-19,77
2022-07-20,90
2022-07-21,76
