date,fındık fiyatı
2015-01-29,73
2015-01-30,67
2015-01-31,51
2015-02-01,39
2015-02-02,100
2015-02-03,60
2015-02-04,62
2015-02-05,67
2015-02-06,57
2015-02-07,29
2015-02-08,29
2015-02-09,61
2015-02-10,50
2015-02-11,43
2015-02-12,49
2015-02-13,50
2015-02-14,13
2015-02-15,17
2015-02-16,51
2015-02-17,57
2015-02-18,51
2015-02-19,39
2015-02-20,41
2015-02-21,31
2015-02-22,17
2015-02-23,39
2015-02-24,39
2015-02-25,51
2015-02-26,35
2015-02-27,39
2015-02-28,13
2015-03-01,15
2015-03-02,36
2015-03-03,35
2015-03-04,37
2015-03-05,36
2015-03-06,34
2015-03-07,23
2015-03-08,15
2015-03-09,39
2015-03-10,31
2015-03-11,42
2015-03-12,40
2015-03-13,48
2015-03-14,0
2015-03-15,13
2015-03-16,43
2015-03-17,45
2015-03-18,46
2015-03-19,41
2015-03-20,43
2015-03-21,15
2015-03-22,18
2015-03-23,35
2015-03-24,32
2015-03-25,31
2015-03-26,33
2015-03-27,25
2015-03-28,12
2015-03-29,0
2015-03-30,26
2015-03-31,37
2015-04-01,42
2015-04-02,36
2015-04-03,26
2015-04-04,19
2015-04-05,19
2015-04-06,26
2015-04-07,32
2015-04-08,33
2015-04-09,31
2015-04-10,30
2015-04-11,16
2015-04-12,0
2015-04-13,23
2015-04-14,31
2015-04-15,14
2015-04-16,24
2015-04-17,27
2015-04-18,0
2015-04-19,10
2015-04-20,24
2015-04-21,22
2015-04-22,18
2015-04-23,15
2015-04-24,24
2015-04-25,0
2015-04-26,0
2015-04-27,19
2015-04-28,16
2015-04-29,25
