date,fındık fiyatı
2024-04-11,0
2024-04-12,56
2024-04-13,48
2024-04-14,37
2024-04-15,80
2024-04-16,42
2024-04-17,75
2024-04-18,77
2024-04-19,69
2024-04-20,47
2024-04-21,47
2024-04-22,88
2024-04-23,51
2024-04-24,42
2024-04-25,48
2024-04-26,46
2024-04-27,43
2024-04-28,59
2024-04-29,84
2024-04-30,73
2024-05-01,42
2024-05-02,66
2024-05-03,34
2024-05-04,0
2024-05-05,0
2024-05-06,43
2024-05-07,49
2024-05-08,77
2024-05-09,35
2024-05-10,58
2024-05-11,52
2024-05-12,39
2024-05-13,59
2024-05-14,0
2024-05-15,46
2024-05-16,40
2024-05-17,67
2024-05-18,35
2024-05-19,0
2024-05-20,49
2024-05-21,0
2024-05-22,64
2024-05-23,40
2024-05-24,54
2024-05-25,0
2024-05-26,40
2024-05-27,0
2024-05-28,47
2024-05-29,46
2024-05-30,41
2024-05-31,33
2024-06-01,55
2024-06-02,62
2024-06-03,31
2024-06-04,0
2024-06-05,41
2024-06-06,38
2024-06-07,39
2024-06-08,47
2024-06-09,48
2024-06-10,34
2024-06-11,0
2024-06-12,53
2024-06-13,48
2024-06-14,0
2024-06-15,70
2024-06-16,0
2024-06-17,45
2024-06-18,53
2024-06-19,0
2024-06-20,44
2024-06-21,0
2024-06-22,50
2024-06-23,72
2024-06-24,52
2024-06-25,76
2024-06-26,46
2024-06-27,41
2024-06-28,61
2024-06-29,53
2024-06-30,58
2024-07-01,54
2024-07-02,43
2024-07-03,54
2024-07-04,62
2024-07-05,47
2024-07-06,57
2024-07-07,100
2024-07-08,72
2024-07-09,65
2024-07-10,90
