date,fındık fiyatı
2022-07-11,4
2022-07-12,5
2022-07-13,3
2022-07-14,3
2022-07-15,3
2022-07-16,5
2022-07-17,3
2022-07-18,3
2022-07-19,4
2022-07-20,5
2022-07-21,4
2022-07-22,4
2022-07-23,4
2022-07-24,5
2022-07-25,5
2022-07-26,6
2022-07-27,5
2022-07-28,5
2022-07-29,8
2022-07-30,100
2022-07-31,32
2022-08-01,12
2022-08-02,8
2022-08-03,4
2022-08-04,5
2022-08-05,4
2022-08-06,3
2022-08-07,5
2022-08-08,4
2022-08-09,4
2022-08-10,5
2022-08-11,5
2022-08-12,5
2022-08-13,5
2022-08-14,9
2022-08-15,6
2022-08-16,7
2022-08-17,6
2022-08-18,5
2022-08-19,6
2022-08-20,5
2022-08-21,8
2022-08-22,10
2022-08-23,8
2022-08-24,10
2022-08-25,6
2022-08-26,8
2022-08-27,8
2022-08-28,11
2022-08-29,11
2022-08-30,10
2022-08-31,11
2022-09-01,13
2022-09-02,10
2022-09-03,8
2022-09-04,8
2022-09-05,18
2022-09-06,13
2022-09-07,10
2022-09-08,9
2022-09-09,10
2022-09-10,9
2022-09-11,8
2022-09-12,10
2022-09-13,8
2022-09-14,7
2022-09-15,7
2022-09-16,7
2022-09-17,8
2022-09-18,8
2022-09-19,9
2022-09-20,8
2022-09-21,8
2022-09-22,8
2022-09-23,6
2022-09-24,7
2022-09-25,5
2022-09-26,7
2022-09-27,6
2022-09-28,8
2022-09-29,5
2022-09-30,6
2022-10-01,4
2022-10-02,4
2022-10-03,8
2022-10-04,5
2022-10-05,7
2022-10-06,5
2022-10-07,6
2022-10-08,6
2022-10-09,6
