date,fındık fiyatı
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,49
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,35
2012-08-01,0
2012-08-02,40
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,44
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,44
2012-08-12,45
2012-08-13,51
2012-08-14,72
2012-08-15,0
2012-08-16,56
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,71
2012-08-23,52
2012-08-24,44
2012-08-25,0
2012-08-26,0
2012-08-27,91
2012-08-28,62
2012-08-29,90
2012-08-30,100
2012-08-31,64
2012-09-01,0
2012-09-02,0
2012-09-03,77
2012-09-04,64
2012-09-05,63
2012-09-06,41
2012-09-07,56
2012-09-08,49
2012-09-09,65
2012-09-10,66
2012-09-11,61
