date,fındık fiyatı
2017-09-15,84
2017-09-16,78
2017-09-17,67
2017-09-18,97
2017-09-19,92
2017-09-20,90
2017-09-21,100
2017-09-22,88
2017-09-23,54
2017-09-24,53
2017-09-25,74
2017-09-26,79
2017-09-27,64
2017-09-28,63
2017-09-29,55
2017-09-30,60
2017-10-01,40
2017-10-02,71
2017-10-03,65
2017-10-04,64
2017-10-05,73
2017-10-06,57
2017-10-07,40
2017-10-08,34
2017-10-09,68
2017-10-10,65
2017-10-11,58
2017-10-12,69
2017-10-13,47
2017-10-14,43
2017-10-15,38
2017-10-16,67
2017-10-17,62
2017-10-18,45
2017-10-19,50
2017-10-20,52
2017-10-21,30
2017-10-22,24
2017-10-23,43
2017-10-24,43
2017-10-25,41
2017-10-26,49
2017-10-27,50
2017-10-28,35
2017-10-29,25
2017-10-30,47
2017-10-31,45
2017-11-01,48
2017-11-02,37
2017-11-03,38
2017-11-04,19
2017-11-05,27
2017-11-06,55
2017-11-07,36
2017-11-08,35
2017-11-09,47
2017-11-10,36
2017-11-11,27
2017-11-12,18
2017-11-13,39
2017-11-14,41
2017-11-15,38
2017-11-16,30
2017-11-17,36
2017-11-18,22
2017-11-19,23
2017-11-20,35
2017-11-21,43
2017-11-22,29
2017-11-23,31
2017-11-24,28
2017-11-25,36
2017-11-26,29
2017-11-27,47
2017-11-28,38
2017-11-29,36
2017-11-30,32
2017-12-01,31
2017-12-02,21
2017-12-03,27
2017-12-04,41
2017-12-05,27
2017-12-06,32
2017-12-07,38
2017-12-08,24
2017-12-09,23
2017-12-10,24
2017-12-11,34
2017-12-12,29
2017-12-13,26
2017-12-14,28
