date,fındık fiyatı
2014-06-03,38
2014-06-04,40
2014-06-05,27
2014-06-06,0
2014-06-07,0
2014-06-08,29
2014-06-09,21
2014-06-10,0
2014-06-11,27
2014-06-12,21
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,26
2014-06-17,0
2014-06-18,0
2014-06-19,27
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,21
2014-06-25,0
2014-06-26,26
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,23
2014-07-02,24
2014-07-03,0
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,0
2014-07-10,26
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,0
2014-07-17,26
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,0
2014-07-24,0
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,31
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,0
2014-08-07,36
2014-08-08,24
2014-08-09,0
2014-08-10,0
2014-08-11,38
2014-08-12,37
2014-08-13,37
2014-08-14,46
2014-08-15,63
2014-08-16,48
2014-08-17,40
2014-08-18,45
2014-08-19,25
2014-08-20,27
2014-08-21,39
2014-08-22,37
2014-08-23,31
2014-08-24,38
2014-08-25,39
2014-08-26,45
2014-08-27,51
2014-08-28,44
2014-08-29,51
2014-08-30,49
2014-08-31,35
2014-09-01,100
