date,fındık fiyatı
2012-09-01,0
2012-09-02,0
2012-09-03,88
2012-09-04,72
2012-09-05,72
2012-09-06,47
2012-09-07,63
2012-09-08,55
2012-09-09,73
2012-09-10,74
2012-09-11,69
2012-09-12,66
2012-09-13,89
2012-09-14,51
2012-09-15,51
2012-09-16,0
2012-09-17,69
2012-09-18,65
2012-09-19,73
2012-09-20,60
2012-09-21,0
2012-09-22,96
2012-09-23,0
2012-09-24,48
2012-09-25,41
2012-09-26,100
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,66
2012-10-02,47
2012-10-03,51
2012-10-04,48
2012-10-05,46
2012-10-06,0
2012-10-07,0
2012-10-08,39
2012-10-09,43
2012-10-10,42
2012-10-11,0
2012-10-12,61
2012-10-13,0
2012-10-14,0
2012-10-15,62
2012-10-16,0
2012-10-17,50
2012-10-18,49
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,52
2012-10-23,38
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,57
2012-10-31,53
2012-11-01,45
2012-11-02,58
2012-11-03,0
2012-11-04,0
2012-11-05,52
2012-11-06,42
2012-11-07,0
2012-11-08,58
2012-11-09,56
2012-11-10,0
2012-11-11,0
2012-11-12,88
2012-11-13,50
2012-11-14,79
2012-11-15,80
2012-11-16,63
2012-11-17,44
2012-11-18,0
2012-11-19,53
2012-11-20,38
2012-11-21,69
2012-11-22,65
2012-11-23,73
2012-11-24,37
2012-11-25,0
2012-11-26,67
2012-11-27,58
2012-11-28,67
2012-11-29,60
2012-11-30,66
