date,fındık fiyatı
2014-11-10,48
2014-11-11,48
2014-11-12,49
2014-11-13,44
2014-11-14,58
2014-11-15,18
2014-11-16,15
2014-11-17,51
2014-11-18,46
2014-11-19,58
2014-11-20,46
2014-11-21,46
2014-11-22,26
2014-11-23,17
2014-11-24,47
2014-11-25,38
2014-11-26,35
2014-11-27,28
2014-11-28,35
2014-11-29,18
2014-11-30,15
2014-12-01,39
2014-12-02,35
2014-12-03,36
2014-12-04,30
2014-12-05,15
2014-12-06,0
2014-12-07,15
2014-12-08,23
2014-12-09,30
2014-12-10,28
2014-12-11,31
2014-12-12,27
2014-12-13,17
2014-12-14,0
2014-12-15,23
2014-12-16,39
2014-12-17,20
2014-12-18,30
2014-12-19,18
2014-12-20,14
2014-12-21,0
2014-12-22,30
2014-12-23,25
2014-12-24,24
2014-12-25,21
2014-12-26,23
2014-12-27,0
2014-12-28,20
2014-12-29,25
2014-12-30,24
2014-12-31,15
2015-01-01,16
2015-01-02,23
2015-01-03,21
2015-01-04,14
2015-01-05,35
2015-01-06,33
2015-01-07,30
2015-01-08,33
2015-01-09,28
2015-01-10,24
2015-01-11,12
2015-01-12,47
2015-01-13,41
2015-01-14,46
2015-01-15,43
2015-01-16,55
2015-01-17,26
2015-01-18,21
2015-01-19,46
2015-01-20,51
2015-01-21,51
2015-01-22,53
2015-01-23,54
2015-01-24,13
2015-01-25,18
2015-01-26,37
2015-01-27,59
2015-01-28,56
2015-01-29,73
2015-01-30,67
2015-01-31,51
2015-02-01,39
2015-02-02,100
2015-02-03,60
2015-02-04,62
2015-02-05,67
2015-02-06,57
2015-02-07,29
2015-02-08,29
