date,fındık fiyatı
2016-08-11,34
2016-08-12,38
2016-08-13,29
2016-08-14,28
2016-08-15,49
2016-08-16,45
2016-08-17,51
2016-08-18,43
2016-08-19,55
2016-08-20,49
2016-08-21,34
2016-08-22,76
2016-08-23,87
2016-08-24,79
2016-08-25,89
2016-08-26,90
2016-08-27,72
2016-08-28,67
2016-08-29,100
2016-08-30,83
2016-08-31,79
2016-09-01,85
2016-09-02,71
2016-09-03,45
2016-09-04,39
2016-09-05,67
2016-09-06,74
2016-09-07,65
2016-09-08,65
2016-09-09,54
2016-09-10,39
2016-09-11,23
2016-09-12,26
2016-09-13,30
2016-09-14,33
2016-09-15,36
2016-09-16,61
2016-09-17,42
2016-09-18,34
2016-09-19,90
2016-09-20,78
2016-09-21,69
2016-09-22,64
2016-09-23,72
2016-09-24,45
2016-09-25,42
2016-09-26,72
2016-09-27,78
2016-09-28,75
2016-09-29,79
2016-09-30,83
2016-10-01,40
2016-10-02,36
2016-10-03,83
2016-10-04,83
2016-10-05,76
2016-10-06,74
2016-10-07,73
2016-10-08,39
2016-10-09,30
2016-10-10,76
2016-10-11,69
2016-10-12,71
2016-10-13,64
2016-10-14,68
2016-10-15,32
2016-10-16,29
2016-10-17,87
2016-10-18,76
2016-10-19,76
2016-10-20,64
2016-10-21,61
2016-10-22,34
2016-10-23,32
2016-10-24,74
2016-10-25,66
2016-10-26,76
2016-10-27,60
2016-10-28,51
2016-10-29,31
2016-10-30,29
2016-10-31,51
2016-11-01,62
2016-11-02,59
2016-11-03,51
2016-11-04,47
2016-11-05,25
2016-11-06,23
2016-11-07,58
2016-11-08,43
2016-11-09,40
