date,fındık fiyatı
2015-07-08,23
2015-07-09,26
2015-07-10,17
2015-07-11,12
2015-07-12,18
2015-07-13,26
2015-07-14,21
2015-07-15,20
2015-07-16,28
2015-07-17,32
2015-07-18,17
2015-07-19,22
2015-07-20,26
2015-07-21,30
2015-07-22,42
2015-07-23,29
2015-07-24,27
2015-07-25,21
2015-07-26,25
2015-07-27,24
2015-07-28,28
2015-07-29,24
2015-07-30,35
2015-07-31,35
2015-08-01,33
2015-08-02,41
2015-08-03,32
2015-08-04,36
2015-08-05,39
2015-08-06,39
2015-08-07,42
2015-08-08,33
2015-08-09,51
2015-08-10,57
2015-08-11,54
2015-08-12,59
2015-08-13,62
2015-08-14,64
2015-08-15,50
2015-08-16,45
2015-08-17,65
2015-08-18,47
2015-08-19,58
2015-08-20,47
2015-08-21,47
2015-08-22,50
2015-08-23,57
2015-08-24,80
2015-08-25,79
2015-08-26,62
2015-08-27,51
2015-08-28,62
2015-08-29,48
2015-08-30,62
2015-08-31,79
2015-09-01,82
2015-09-02,60
2015-09-03,67
2015-09-04,54
2015-09-05,63
2015-09-06,37
2015-09-07,58
2015-09-08,51
2015-09-09,54
2015-09-10,58
2015-09-11,56
2015-09-12,37
2015-09-13,54
2015-09-14,74
2015-09-15,65
2015-09-16,60
2015-09-17,55
2015-09-18,47
2015-09-19,42
2015-09-20,30
2015-09-21,53
2015-09-22,58
2015-09-23,36
2015-09-24,34
2015-09-25,36
2015-09-26,46
2015-09-27,51
2015-09-28,75
2015-09-29,95
2015-09-30,90
2015-10-01,86
2015-10-02,96
2015-10-03,47
2015-10-04,53
2015-10-05,100
2015-10-06,78
