date,fındık fiyatı
2017-04-08,40
2017-04-09,26
2017-04-10,88
2017-04-11,77
2017-04-12,68
2017-04-13,82
2017-04-14,83
2017-04-15,38
2017-04-16,23
2017-04-17,89
2017-04-18,89
2017-04-19,98
2017-04-20,70
2017-04-21,64
2017-04-22,47
2017-04-23,36
2017-04-24,100
2017-04-25,65
2017-04-26,79
2017-04-27,69
2017-04-28,83
2017-04-29,33
2017-04-30,27
2017-05-01,44
2017-05-02,79
2017-05-03,67
2017-05-04,51
2017-05-05,59
2017-05-06,28
2017-05-07,31
2017-05-08,76
2017-05-09,61
2017-05-10,49
2017-05-11,52
2017-05-12,56
2017-05-13,25
2017-05-14,21
2017-05-15,67
2017-05-16,49
2017-05-17,50
2017-05-18,31
2017-05-19,36
2017-05-20,24
2017-05-21,24
2017-05-22,42
2017-05-23,55
2017-05-24,41
2017-05-25,41
2017-05-26,36
2017-05-27,24
2017-05-28,18
2017-05-29,47
2017-05-30,35
2017-05-31,40
2017-06-01,47
2017-06-02,42
2017-06-03,28
2017-06-04,16
2017-06-05,41
2017-06-06,39
2017-06-07,50
2017-06-08,29
2017-06-09,24
2017-06-10,19
2017-06-11,15
2017-06-12,32
2017-06-13,35
2017-06-14,34
2017-06-15,30
2017-06-16,44
2017-06-17,22
2017-06-18,21
2017-06-19,43
2017-06-20,35
2017-06-21,28
2017-06-22,31
2017-06-23,17
2017-06-24,32
2017-06-25,21
2017-06-26,28
2017-06-27,18
2017-06-28,35
2017-06-29,28
2017-06-30,32
2017-07-01,32
2017-07-02,24
2017-07-03,33
2017-07-04,40
2017-07-05,30
2017-07-06,30
2017-07-07,32
