date,fındık fiyatı
2013-10-06,0
2013-10-07,66
2013-10-08,76
2013-10-09,58
2013-10-10,41
2013-10-11,48
2013-10-12,0
2013-10-13,0
2013-10-14,0
2013-10-15,0
2013-10-16,0
2013-10-17,0
2013-10-18,0
2013-10-19,59
2013-10-20,0
2013-10-21,47
2013-10-22,0
2013-10-23,53
2013-10-24,73
2013-10-25,71
2013-10-26,0
2013-10-27,48
2013-10-28,53
2013-10-29,0
2013-10-30,57
2013-10-31,60
2013-11-01,54
2013-11-02,0
2013-11-03,0
2013-11-04,59
2013-11-05,61
2013-11-06,76
2013-11-07,57
2013-11-08,58
2013-11-09,0
2013-11-10,0
2013-11-11,66
2013-11-12,69
2013-11-13,0
2013-11-14,57
2013-11-15,57
2013-11-16,0
2013-11-17,0
2013-11-18,65
2013-11-19,64
2013-11-20,42
2013-11-21,49
2013-11-22,56
2013-11-23,0
2013-11-24,0
2013-11-25,76
2013-11-26,85
2013-11-27,100
2013-11-28,72
2013-11-29,62
2013-11-30,0
2013-12-01,0
2013-12-02,94
2013-12-03,95
2013-12-04,92
2013-12-05,98
2013-12-06,98
2013-12-07,0
2013-12-08,0
2013-12-09,75
2013-12-10,71
2013-12-11,69
2013-12-12,76
2013-12-13,53
2013-12-14,53
2013-12-15,0
2013-12-16,74
2013-12-17,65
2013-12-18,96
2013-12-19,62
2013-12-20,63
2013-12-21,36
2013-12-22,42
2013-12-23,56
2013-12-24,73
2013-12-25,66
2013-12-26,52
2013-12-27,55
2013-12-28,0
2013-12-29,0
2013-12-30,75
2013-12-31,80
2014-01-01,46
2014-01-02,64
2014-01-03,58
2014-01-04,34
