date,fındık fiyatı
2019-01-08,54
2019-01-09,68
2019-01-10,77
2019-01-11,62
2019-01-12,39
2019-01-13,37
2019-01-14,100
2019-01-15,80
2019-01-16,78
2019-01-17,94
2019-01-18,60
2019-01-19,31
2019-01-20,45
2019-01-21,56
2019-01-22,61
2019-01-23,65
2019-01-24,52
2019-01-25,58
2019-01-26,28
2019-01-27,53
2019-01-28,63
2019-01-29,58
2019-01-30,43
2019-01-31,43
2019-02-01,0
2019-02-02,32
2019-02-03,58
2019-02-04,57
2019-02-05,55
2019-02-06,42
2019-02-07,34
2019-02-08,44
2019-02-09,29
2019-02-10,37
2019-02-11,53
2019-02-12,51
2019-02-13,53
2019-02-14,48
2019-02-15,42
2019-02-16,41
2019-02-17,0
2019-02-18,41
2019-02-19,50
2019-02-20,50
2019-02-21,52
2019-02-22,51
2019-02-23,54
2019-02-24,0
2019-02-25,51
2019-02-26,64
2019-02-27,74
2019-02-28,64
2019-03-01,62
2019-03-02,43
2019-03-03,36
2019-03-04,73
2019-03-05,61
2019-03-06,62
2019-03-07,81
2019-03-08,43
2019-03-09,49
2019-03-10,0
2019-03-11,67
2019-03-12,65
2019-03-13,70
2019-03-14,63
2019-03-15,54
2019-03-16,55
2019-03-17,42
2019-03-18,58
2019-03-19,59
2019-03-20,51
2019-03-21,29
2019-03-22,39
2019-03-23,28
2019-03-24,36
2019-03-25,52
2019-03-26,52
2019-03-27,67
2019-03-28,54
2019-03-29,55
2019-03-30,27
2019-03-31,23
2019-04-01,22
2019-04-02,69
2019-04-03,40
2019-04-04,55
2019-04-05,33
2019-04-06,0
2019-04-07,37
2019-04-08,54
