date,fındık fiyatı
2024-12-07,65
2024-12-08,55
2024-12-09,64
2024-12-10,64
2024-12-11,50
2024-12-12,48
2024-12-13,40
2024-12-14,70
2024-12-15,40
2024-12-16,70
2024-12-17,49
2024-12-18,57
2024-12-19,31
2024-12-20,58
2024-12-21,47
2024-12-22,32
2024-12-23,46
2024-12-24,58
2024-12-25,60
2024-12-26,48
2024-12-27,50
2024-12-28,48
2024-12-29,55
2024-12-30,57
2024-12-31,61
2025-01-01,0
2025-01-02,63
2025-01-03,46
2025-01-04,48
2025-01-05,49
2025-01-06,87
2025-01-07,74
2025-01-08,75
2025-01-09,50
2025-01-10,74
2025-01-11,81
2025-01-12,58
2025-01-13,86
2025-01-14,87
2025-01-15,86
2025-01-16,91
2025-01-17,71
2025-01-18,77
2025-01-19,50
2025-01-20,82
2025-01-21,57
2025-01-22,100
2025-01-23,68
2025-01-24,62
2025-01-25,54
2025-01-26,49
2025-01-27,73
2025-01-28,62
2025-01-29,83
2025-01-30,91
2025-01-31,60
2025-02-01,36
2025-02-02,42
2025-02-03,62
2025-02-04,67
2025-02-05,57
2025-02-06,64
2025-02-07,57
2025-02-08,72
2025-02-09,72
2025-02-10,37
2025-02-11,53
2025-02-12,74
2025-02-13,49
2025-02-14,65
2025-02-15,51
2025-02-16,41
2025-02-17,49
2025-02-18,45
2025-02-19,65
2025-02-20,46
2025-02-21,47
2025-02-22,46
2025-02-23,0
2025-02-24,42
2025-02-25,43
2025-02-26,50
2025-02-27,49
2025-02-28,0
2025-03-01,0
2025-03-02,55
2025-03-03,34
2025-03-04,43
2025-03-05,33
2025-03-06,45
2025-03-07,46
