date,fındık fiyatı
2024-06-30,7
2024-07-01,7
2024-07-02,5
2024-07-03,7
2024-07-04,8
2024-07-05,6
2024-07-06,7
2024-07-07,12
2024-07-08,9
2024-07-09,8
2024-07-10,11
2024-07-11,8
2024-07-12,10
2024-07-13,14
2024-07-14,11
2024-07-15,13
2024-07-16,9
2024-07-17,9
2024-07-18,11
2024-07-19,9
2024-07-20,13
2024-07-21,11
2024-07-22,14
2024-07-23,11
2024-07-24,14
2024-07-25,14
2024-07-26,13
2024-07-27,17
2024-07-28,16
2024-07-29,15
2024-07-30,15
2024-07-31,20
2024-08-01,18
2024-08-02,100
2024-08-03,31
2024-08-04,23
2024-08-05,12
2024-08-06,10
2024-08-07,15
2024-08-08,12
2024-08-09,14
2024-08-10,13
2024-08-11,16
2024-08-12,18
2024-08-13,15
2024-08-14,15
2024-08-15,22
2024-08-16,19
2024-08-17,19
2024-08-18,22
2024-08-19,29
2024-08-20,22
2024-08-21,22
2024-08-22,23
2024-08-23,17
2024-08-24,25
2024-08-25,20
2024-08-26,27
2024-08-27,25
2024-08-28,22
2024-08-29,25
2024-08-30,15
2024-08-31,22
2024-09-01,21
2024-09-02,28
2024-09-03,27
2024-09-04,29
2024-09-05,27
2024-09-06,19
2024-09-07,24
2024-09-08,21
2024-09-09,23
2024-09-10,26
2024-09-11,29
2024-09-12,30
2024-09-13,25
2024-09-14,23
2024-09-15,19
2024-09-16,26
2024-09-17,18
2024-09-18,20
2024-09-19,21
2024-09-20,21
2024-09-21,17
2024-09-22,16
2024-09-23,22
2024-09-24,20
2024-09-25,21
2024-09-26,21
2024-09-27,21
2024-09-28,16
