date,fındık fiyatı
2024-09-18,77
2024-09-19,83
2024-09-20,82
2024-09-21,66
2024-09-22,62
2024-09-23,87
2024-09-24,79
2024-09-25,81
2024-09-26,80
2024-09-27,83
2024-09-28,64
2024-09-29,53
2024-09-30,70
2024-10-01,69
2024-10-02,75
2024-10-03,68
2024-10-04,57
2024-10-05,58
2024-10-06,61
2024-10-07,89
2024-10-08,62
2024-10-09,68
2024-10-10,71
2024-10-11,61
2024-10-12,47
2024-10-13,74
2024-10-14,70
2024-10-15,76
2024-10-16,93
2024-10-17,82
2024-10-18,73
2024-10-19,70
2024-10-20,66
2024-10-21,91
2024-10-22,100
2024-10-23,93
2024-10-24,57
2024-10-25,80
2024-10-26,70
2024-10-27,43
2024-10-28,64
2024-10-29,59
2024-10-30,81
2024-10-31,56
2024-11-01,52
2024-11-02,59
2024-11-03,36
2024-11-04,62
2024-11-05,76
2024-11-06,53
2024-11-07,59
2024-11-08,81
2024-11-09,57
2024-11-10,38
2024-11-11,72
2024-11-12,52
2024-11-13,64
2024-11-14,68
2024-11-15,72
2024-11-16,47
2024-11-17,59
2024-11-18,64
2024-11-19,52
2024-11-20,58
2024-11-21,48
2024-11-22,58
2024-11-23,28
2024-11-24,33
2024-11-25,41
2024-11-26,50
2024-11-27,52
2024-11-28,41
2024-11-29,34
2024-11-30,20
2024-12-01,22
2024-12-02,51
2024-12-03,57
2024-12-04,29
2024-12-05,39
2024-12-06,41
2024-12-07,38
2024-12-08,32
2024-12-09,37
2024-12-10,37
2024-12-11,29
2024-12-12,28
2024-12-13,23
2024-12-14,41
2024-12-15,23
2024-12-16,41
2024-12-17,28
