date,fındık fiyatı
2015-04-19,24
2015-04-20,56
2015-04-21,52
2015-04-22,43
2015-04-23,35
2015-04-24,56
2015-04-25,0
2015-04-26,0
2015-04-27,45
2015-04-28,38
2015-04-29,59
2015-04-30,63
2015-05-01,50
2015-05-02,48
2015-05-03,31
2015-05-04,54
2015-05-05,67
2015-05-06,58
2015-05-07,62
2015-05-08,61
2015-05-09,41
2015-05-10,0
2015-05-11,76
2015-05-12,100
2015-05-13,71
2015-05-14,78
2015-05-15,86
2015-05-16,50
2015-05-17,58
2015-05-18,59
2015-05-19,51
2015-05-20,55
2015-05-21,77
2015-05-22,43
2015-05-23,40
2015-05-24,0
2015-05-25,67
2015-05-26,77
2015-05-27,42
2015-05-28,63
2015-05-29,45
2015-05-30,31
2015-05-31,0
2015-06-01,62
2015-06-02,81
2015-06-03,56
2015-06-04,55
2015-06-05,46
2015-06-06,32
2015-06-07,0
2015-06-08,62
2015-06-09,50
2015-06-10,66
2015-06-11,42
2015-06-12,61
2015-06-13,0
2015-06-14,35
2015-06-15,76
2015-06-16,75
2015-06-17,81
2015-06-18,51
2015-06-19,75
2015-06-20,37
2015-06-21,47
2015-06-22,83
2015-06-23,39
2015-06-24,72
2015-06-25,58
2015-06-26,58
2015-06-27,36
2015-06-28,49
2015-06-29,67
2015-06-30,55
2015-07-01,68
2015-07-02,41
2015-07-03,51
2015-07-04,51
2015-07-05,38
2015-07-06,67
2015-07-07,54
2015-07-08,49
2015-07-09,55
2015-07-10,37
2015-07-11,27
2015-07-12,40
2015-07-13,56
2015-07-14,44
2015-07-15,42
2015-07-16,60
2015-07-17,69
2015-07-18,37
