date,fındık fiyatı
2016-03-04,36
2016-03-05,22
2016-03-06,16
2016-03-07,43
2016-03-08,37
2016-03-09,46
2016-03-10,50
2016-03-11,47
2016-03-12,25
2016-03-13,22
2016-03-14,52
2016-03-15,50
2016-03-16,56
2016-03-17,76
2016-03-18,70
2016-03-19,30
2016-03-20,31
2016-03-21,75
2016-03-22,53
2016-03-23,49
2016-03-24,46
2016-03-25,46
2016-03-26,29
2016-03-27,33
2016-03-28,62
2016-03-29,51
2016-03-30,54
2016-03-31,53
2016-04-01,50
2016-04-02,25
2016-04-03,21
2016-04-04,45
2016-04-05,43
2016-04-06,37
2016-04-07,44
2016-04-08,44
2016-04-09,24
2016-04-10,24
2016-04-11,55
2016-04-12,49
2016-04-13,41
2016-04-14,46
2016-04-15,36
2016-04-16,26
2016-04-17,31
2016-04-18,50
2016-04-19,71
2016-04-20,63
2016-04-21,68
2016-04-22,71
2016-04-23,33
2016-04-24,28
2016-04-25,72
2016-04-26,65
2016-04-27,63
2016-04-28,71
2016-04-29,62
2016-04-30,35
2016-05-01,29
2016-05-02,64
2016-05-03,64
2016-05-04,71
2016-05-05,70
2016-05-06,60
2016-05-07,39
2016-05-08,28
2016-05-09,72
2016-05-10,65
2016-05-11,66
2016-05-12,74
2016-05-13,84
2016-05-14,44
2016-05-15,31
2016-05-16,100
2016-05-17,81
2016-05-18,71
2016-05-19,43
2016-05-20,62
2016-05-21,29
2016-05-22,27
2016-05-23,73
2016-05-24,64
2016-05-25,63
2016-05-26,55
2016-05-27,57
2016-05-28,29
2016-05-29,20
2016-05-30,57
2016-05-31,50
2016-06-01,58
2016-06-02,38
