date,fındık fiyatı
2021-03-18,47
2021-03-19,56
2021-03-20,43
2021-03-21,30
2021-03-22,51
2021-03-23,50
2021-03-24,58
2021-03-25,52
2021-03-26,48
2021-03-27,48
2021-03-28,33
2021-03-29,53
2021-03-30,45
2021-03-31,59
2021-04-01,100
2021-04-02,51
2021-04-03,37
2021-04-04,35
2021-04-05,44
2021-04-06,57
2021-04-07,40
2021-04-08,51
2021-04-09,44
2021-04-10,44
2021-04-11,25
2021-04-12,38
2021-04-13,45
2021-04-14,44
2021-04-15,41
2021-04-16,44
2021-04-17,35
2021-04-18,32
2021-04-19,46
2021-04-20,55
2021-04-21,38
2021-04-22,36
2021-04-23,32
2021-04-24,34
2021-04-25,28
2021-04-26,53
2021-04-27,47
2021-04-28,33
2021-04-29,25
2021-04-30,22
2021-05-01,20
2021-05-02,21
2021-05-03,32
2021-05-04,35
2021-05-05,21
2021-05-06,27
2021-05-07,20
2021-05-08,22
2021-05-09,22
2021-05-10,45
2021-05-11,30
2021-05-12,34
2021-05-13,15
2021-05-14,40
2021-05-15,21
2021-05-16,22
2021-05-17,44
2021-05-18,32
2021-05-19,31
2021-05-20,31
2021-05-21,30
2021-05-22,27
2021-05-23,23
2021-05-24,27
2021-05-25,31
2021-05-26,39
2021-05-27,31
2021-05-28,29
2021-05-29,23
2021-05-30,31
2021-05-31,32
2021-06-01,34
2021-06-02,34
2021-06-03,39
2021-06-04,33
2021-06-05,19
2021-06-06,37
2021-06-07,29
2021-06-08,25
2021-06-09,27
2021-06-10,31
2021-06-11,25
2021-06-12,25
2021-06-13,18
2021-06-14,35
2021-06-15,24
2021-06-16,31
