date,fındık fiyatı
2023-05-27,6
2023-05-28,4
2023-05-29,5
2023-05-30,7
2023-05-31,7
2023-06-01,5
2023-06-02,6
2023-06-03,4
2023-06-04,5
2023-06-05,3
2023-06-06,7
2023-06-07,5
2023-06-08,8
2023-06-09,6
2023-06-10,6
2023-06-11,7
2023-06-12,6
2023-06-13,5
2023-06-14,7
2023-06-15,7
2023-06-16,6
2023-06-17,5
2023-06-18,5
2023-06-19,7
2023-06-20,8
2023-06-21,7
2023-06-22,7
2023-06-23,6
2023-06-24,7
2023-06-25,5
2023-06-26,7
2023-06-27,9
2023-06-28,6
2023-06-29,9
2023-06-30,7
2023-07-01,6
2023-07-02,8
2023-07-03,5
2023-07-04,9
2023-07-05,6
2023-07-06,9
2023-07-07,9
2023-07-08,11
2023-07-09,5
2023-07-10,8
2023-07-11,8
2023-07-12,4
2023-07-13,10
2023-07-14,6
2023-07-15,11
2023-07-16,8
2023-07-17,9
2023-07-18,11
2023-07-19,10
2023-07-20,10
2023-07-21,9
2023-07-22,8
2023-07-23,14
2023-07-24,14
2023-07-25,11
2023-07-26,14
2023-07-27,15
2023-07-28,16
2023-07-29,16
2023-07-30,20
2023-07-31,19
2023-08-01,27
2023-08-02,27
2023-08-03,24
2023-08-04,24
2023-08-05,26
2023-08-06,34
2023-08-07,100
2023-08-08,52
2023-08-09,19
2023-08-10,19
2023-08-11,21
2023-08-12,17
2023-08-13,18
2023-08-14,18
2023-08-15,13
2023-08-16,16
2023-08-17,16
2023-08-18,14
2023-08-19,13
2023-08-20,14
2023-08-21,22
2023-08-22,18
2023-08-23,15
2023-08-24,14
2023-08-25,15
