date,fındık fiyatı
2018-02-22,69
2018-02-23,73
2018-02-24,49
2018-02-25,0
2018-02-26,83
2018-02-27,89
2018-02-28,63
2018-03-01,63
2018-03-02,91
2018-03-03,46
2018-03-04,38
2018-03-05,52
2018-03-06,88
2018-03-07,65
2018-03-08,61
2018-03-09,62
2018-03-10,35
2018-03-11,52
2018-03-12,90
2018-03-13,96
2018-03-14,70
2018-03-15,79
2018-03-16,50
2018-03-17,45
2018-03-18,0
2018-03-19,90
2018-03-20,79
2018-03-21,60
2018-03-22,52
2018-03-23,41
2018-03-24,65
2018-03-25,56
2018-03-26,91
2018-03-27,70
2018-03-28,49
2018-03-29,72
2018-03-30,61
2018-03-31,0
2018-04-01,62
2018-04-02,56
2018-04-03,52
2018-04-04,76
2018-04-05,100
2018-04-06,70
2018-04-07,40
2018-04-08,63
2018-04-09,69
2018-04-10,35
2018-04-11,65
2018-04-12,62
2018-04-13,49
2018-04-14,46
2018-04-15,0
2018-04-16,50
2018-04-17,65
2018-04-18,64
2018-04-19,74
2018-04-20,0
2018-04-21,48
2018-04-22,0
2018-04-23,44
2018-04-24,62
2018-04-25,56
2018-04-26,47
2018-04-27,56
2018-04-28,0
2018-04-29,0
2018-04-30,46
2018-05-01,55
2018-05-02,0
2018-05-03,49
2018-05-04,55
2018-05-05,48
2018-05-06,41
2018-05-07,49
2018-05-08,68
2018-05-09,53
2018-05-10,0
2018-05-11,37
2018-05-12,0
2018-05-13,0
2018-05-14,42
2018-05-15,38
2018-05-16,40
2018-05-17,51
2018-05-18,0
2018-05-19,45
2018-05-20,0
2018-05-21,34
2018-05-22,41
2018-05-23,40
