date,fındık fiyatı
2019-06-17,0
2019-06-18,5
2019-06-19,0
2019-06-20,0
2019-06-21,0
2019-06-22,0
2019-06-23,4
2019-06-24,0
2019-06-25,0
2019-06-26,5
2019-06-27,5
2019-06-28,0
2019-06-29,5
2019-06-30,0
2019-07-01,0
2019-07-02,7
2019-07-03,0
2019-07-04,0
2019-07-05,8
2019-07-06,6
2019-07-07,5
2019-07-08,5
2019-07-09,7
2019-07-10,9
2019-07-11,6
2019-07-12,7
2019-07-13,7
2019-07-14,9
2019-07-15,9
2019-07-16,5
2019-07-17,10
2019-07-18,13
2019-07-19,12
2019-07-20,15
2019-07-21,13
2019-07-22,14
2019-07-23,14
2019-07-24,17
2019-07-25,17
2019-07-26,100
2019-07-27,30
2019-07-28,13
2019-07-29,11
2019-07-30,10
2019-07-31,9
2019-08-01,7
2019-08-02,7
2019-08-03,9
2019-08-04,11
2019-08-05,10
2019-08-06,8
2019-08-07,9
2019-08-08,13
2019-08-09,6
2019-08-10,8
2019-08-11,8
2019-08-12,13
2019-08-13,16
2019-08-14,12
2019-08-15,16
2019-08-16,16
2019-08-17,15
2019-08-18,17
2019-08-19,17
2019-08-20,15
2019-08-21,17
2019-08-22,19
2019-08-23,16
2019-08-24,15
2019-08-25,13
2019-08-26,22
2019-08-27,23
2019-08-28,25
2019-08-29,20
2019-08-30,26
2019-08-31,20
2019-09-01,24
2019-09-02,36
2019-09-03,36
2019-09-04,46
2019-09-05,38
2019-09-06,32
2019-09-07,34
2019-09-08,25
2019-09-09,40
2019-09-10,35
2019-09-11,36
2019-09-12,40
2019-09-13,35
2019-09-14,24
2019-09-15,26
