date,fındık fiyatı
2023-11-03,61
2023-11-04,59
2023-11-05,44
2023-11-06,78
2023-11-07,67
2023-11-08,54
2023-11-09,61
2023-11-10,53
2023-11-11,38
2023-11-12,48
2023-11-13,67
2023-11-14,100
2023-11-15,78
2023-11-16,57
2023-11-17,50
2023-11-18,48
2023-11-19,43
2023-11-20,65
2023-11-21,58
2023-11-22,50
2023-11-23,58
2023-11-24,54
2023-11-25,52
2023-11-26,33
2023-11-27,57
2023-11-28,74
2023-11-29,42
2023-11-30,45
2023-12-01,69
2023-12-02,45
2023-12-03,43
2023-12-04,51
2023-12-05,47
2023-12-06,64
2023-12-07,39
2023-12-08,48
2023-12-09,38
2023-12-10,30
2023-12-11,55
2023-12-12,45
2023-12-13,71
2023-12-14,58
2023-12-15,61
2023-12-16,47
2023-12-17,38
2023-12-18,62
2023-12-19,42
2023-12-20,43
2023-12-21,49
2023-12-22,44
2023-12-23,29
2023-12-24,29
2023-12-25,47
2023-12-26,42
2023-12-27,43
2023-12-28,44
2023-12-29,25
2023-12-30,35
2023-12-31,25
2024-01-01,32
2024-01-02,54
2024-01-03,46
2024-01-04,63
2024-01-05,59
2024-01-06,67
2024-01-07,52
2024-01-08,83
2024-01-09,77
2024-01-10,80
2024-01-11,58
2024-01-12,68
2024-01-13,81
2024-01-14,51
2024-01-15,80
2024-01-16,67
2024-01-17,77
2024-01-18,69
2024-01-19,66
2024-01-20,53
2024-01-21,36
2024-01-22,58
2024-01-23,66
2024-01-24,59
2024-01-25,49
2024-01-26,44
2024-01-27,44
2024-01-28,38
2024-01-29,46
2024-01-30,40
2024-01-31,40
2024-02-01,45
