date,fındık fiyatı
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,59
2012-01-17,0
2012-01-18,53
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,50
2012-01-24,100
2012-01-25,56
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,64
2012-01-31,57
2012-02-01,0
2012-02-02,47
2012-02-03,64
2012-02-04,0
2012-02-05,0
2012-02-06,69
2012-02-07,0
2012-02-08,92
2012-02-09,59
2012-02-10,53
2012-02-11,0
2012-02-12,0
2012-02-13,46
2012-02-14,0
2012-02-15,56
2012-02-16,45
2012-02-17,51
2012-02-18,0
2012-02-19,0
2012-02-20,64
2012-02-21,46
2012-02-22,48
2012-02-23,53
2012-02-24,72
2012-02-25,0
2012-02-26,0
2012-02-27,71
2012-02-28,0
2012-02-29,85
2012-03-01,72
2012-03-02,78
2012-03-03,0
2012-03-04,0
2012-03-05,77
2012-03-06,68
2012-03-07,58
2012-03-08,0
2012-03-09,60
2012-03-10,0
2012-03-11,0
2012-03-12,49
2012-03-13,62
2012-03-14,57
2012-03-15,44
2012-03-16,0
2012-03-17,0
2012-03-18,0
2012-03-19,61
2012-03-20,76
2012-03-21,0
2012-03-22,77
2012-03-23,0
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,0
2012-04-03,55
2012-04-04,50
