date,fındık fiyatı
2017-12-04,100
2017-12-05,66
2017-12-06,77
2017-12-07,91
2017-12-08,59
2017-12-09,57
2017-12-10,59
2017-12-11,82
2017-12-12,70
2017-12-13,63
2017-12-14,69
2017-12-15,68
2017-12-16,37
2017-12-17,31
2017-12-18,76
2017-12-19,66
2017-12-20,94
2017-12-21,56
2017-12-22,52
2017-12-23,40
2017-12-24,50
2017-12-25,67
2017-12-26,66
2017-12-27,72
2017-12-28,64
2017-12-29,52
2017-12-30,32
2017-12-31,35
2018-01-01,47
2018-01-02,58
2018-01-03,64
2018-01-04,79
2018-01-05,72
2018-01-06,41
2018-01-07,37
2018-01-08,68
2018-01-09,56
2018-01-10,72
2018-01-11,43
2018-01-12,54
2018-01-13,54
2018-01-14,44
2018-01-15,61
2018-01-16,57
2018-01-17,60
2018-01-18,58
2018-01-19,38
2018-01-20,39
2018-01-21,26
2018-01-22,53
2018-01-23,58
2018-01-24,43
2018-01-25,55
2018-01-26,59
2018-01-27,40
2018-01-28,29
2018-01-29,52
2018-01-30,51
2018-01-31,69
2018-02-01,49
2018-02-02,38
2018-02-03,45
2018-02-04,40
2018-02-05,76
2018-02-06,57
2018-02-07,54
2018-02-08,49
2018-02-09,38
2018-02-10,0
2018-02-11,23
2018-02-12,53
2018-02-13,40
2018-02-14,58
2018-02-15,34
2018-02-16,44
2018-02-17,32
2018-02-18,32
2018-02-19,67
2018-02-20,61
2018-02-21,30
2018-02-22,46
2018-02-23,48
2018-02-24,32
2018-02-25,0
2018-02-26,55
2018-02-27,59
2018-02-28,42
2018-03-01,42
2018-03-02,60
2018-03-03,30
2018-03-04,25
