date,fındık fiyatı
2017-01-18,71
2017-01-19,84
2017-01-20,87
2017-01-21,38
2017-01-22,29
2017-01-23,100
2017-01-24,71
2017-01-25,72
2017-01-26,61
2017-01-27,57
2017-01-28,35
2017-01-29,22
2017-01-30,63
2017-01-31,59
2017-02-01,58
2017-02-02,62
2017-02-03,56
2017-02-04,20
2017-02-05,24
2017-02-06,57
2017-02-07,59
2017-02-08,52
2017-02-09,49
2017-02-10,46
2017-02-11,20
2017-02-12,23
2017-02-13,57
2017-02-14,52
2017-02-15,48
2017-02-16,54
2017-02-17,47
2017-02-18,29
2017-02-19,26
2017-02-20,63
2017-02-21,60
2017-02-22,51
2017-02-23,49
2017-02-24,51
2017-02-25,26
2017-02-26,27
2017-02-27,56
2017-02-28,58
2017-03-01,55
2017-03-02,48
2017-03-03,56
2017-03-04,37
2017-03-05,20
2017-03-06,59
2017-03-07,60
2017-03-08,63
2017-03-09,48
2017-03-10,52
2017-03-11,24
2017-03-12,18
2017-03-13,64
2017-03-14,67
2017-03-15,59
2017-03-16,68
2017-03-17,67
2017-03-18,37
2017-03-19,24
2017-03-20,71
2017-03-21,57
2017-03-22,54
2017-03-23,57
2017-03-24,48
2017-03-25,18
2017-03-26,21
2017-03-27,53
2017-03-28,48
2017-03-29,51
2017-03-30,46
2017-03-31,49
2017-04-01,16
2017-04-02,20
2017-04-03,48
2017-04-04,43
2017-04-05,45
2017-04-06,46
2017-04-07,38
2017-04-08,22
2017-04-09,14
2017-04-10,49
2017-04-11,43
2017-04-12,38
2017-04-13,45
2017-04-14,46
2017-04-15,21
2017-04-16,13
2017-04-17,49
2017-04-18,49
