date,fındık fiyatı
2013-04-29,60
2013-04-30,0
2013-05-01,0
2013-05-02,0
2013-05-03,0
2013-05-04,0
2013-05-05,0
2013-05-06,75
2013-05-07,59
2013-05-08,70
2013-05-09,56
2013-05-10,61
2013-05-11,0
2013-05-12,0
2013-05-13,70
2013-05-14,68
2013-05-15,0
2013-05-16,59
2013-05-17,91
2013-05-18,0
2013-05-19,0
2013-05-20,78
2013-05-21,100
2013-05-22,0
2013-05-23,79
2013-05-24,85
2013-05-25,0
2013-05-26,0
2013-05-27,76
2013-05-28,0
2013-05-29,58
2013-05-30,62
2013-05-31,49
2013-06-01,0
2013-06-02,0
2013-06-03,89
2013-06-04,62
2013-06-05,76
2013-06-06,60
2013-06-07,0
2013-06-08,0
2013-06-09,0
2013-06-10,73
2013-06-11,0
2013-06-12,0
2013-06-13,0
2013-06-14,0
2013-06-15,0
2013-06-16,0
2013-06-17,0
2013-06-18,0
2013-06-19,0
2013-06-20,62
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,0
2013-06-27,0
2013-06-28,0
2013-06-29,0
2013-06-30,0
2013-07-01,0
2013-07-02,0
2013-07-03,0
2013-07-04,0
2013-07-05,0
2013-07-06,0
2013-07-07,0
2013-07-08,0
2013-07-09,0
2013-07-10,0
2013-07-11,0
2013-07-12,0
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,0
2013-07-17,0
2013-07-18,0
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,0
2013-07-23,0
2013-07-24,0
2013-07-25,0
2013-07-26,0
2013-07-27,0
2013-07-28,0
