date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2022-01-01,11.6,8.3,9.5,6.7,1.8,1.8,10.8,0.86
2022-01-02,10.3,5.7,8.5,1.6,17.5,17.5,22.0,0.62
2022-01-03,10.0,4.3,6.6,0.5,0.4,0.4,15.1,1.35
2022-01-04,12.2,5.1,8.6,1.8,2.8,2.8,21.7,1.41
2022-01-05,15.6,5.9,15.3,2.9,0.0,0.0,8.8,1.41
2022-01-06,18.7,8.1,18.1,4.4,0.0,0.0,14.3,1.83
2022-01-07,17.0,7.6,16.7,5.6,0.0,0.0,17.2,1.34
2022-01-08,12.5,6.9,11.2,4.2,0.0,0.0,7.6,0.99
2022-01-09,15.7,7.0,14.8,3.6,0.0,0.0,10.5,1.32
2022-01-10,16.1,9.2,14.8,7.0,0.0,0.0,8.7,1.22
2022-01-11,15.6,10.7,13.7,8.7,0.0,0.0,6.3,0.95
2022-01-12,13.0,4.9,11.7,1.3,11.2,11.2,19.8,0.48
2022-01-13,4.3,2.6,1.8,-2.6,13.7,9.8,20.6,0.48
2022-01-14,6.5,1.5,3.6,-2.0,0.1,0.0,14.8,1.07
2022-01-15,7.8,2.8,2.2,-2.1,3.0,2.0,28.8,1.35
2022-01-16,5.3,2.0,-0.1,-2.4,6.4,0.8,20.2,1.19
2022-01-17,8.6,0.7,5.1,-3.0,0.0,0.0,9.9,1.35
2022-01-18,10.1,2.1,7.1,-2.2,8.3,4.0,28.2,1.24
2022-01-19,3.9,1.1,-1.5,-3.5,2.5,0.0,20.2,1.14
2022-01-20,5.6,1.8,1.1,-3.6,3.4,0.0,20.0,1.57
2022-01-21,10.0,2.6,7.7,-2.9,0.0,0.0,18.2,1.63
2022-01-22,9.1,3.5,6.7,0.7,0.9,0.9,10.1,0.62
2022-01-23,5.2,2.9,2.6,-1.2,7.6,5.3,18.8,0.45
2022-01-24,3.4,1.6,-0.3,-2.1,14.6,1.1,17.2,0.64
2022-01-25,4.0,-4.0,0.2,-8.6,1.7,0.0,11.6,0.86
2022-01-26,3.6,1.1,-0.5,-1.5,13.5,1.2,14.4,0.45
2022-01-27,5.4,-3.6,1.5,-9.0,3.9,0.1,15.8,1.14
2022-01-28,7.6,-3.1,4.2,-8.8,0.0,0.0,21.2,1.48
2022-01-29,8.5,-1.5,5.5,-6.0,0.0,0.0,12.6,1.52
2022-01-30,8.2,-0.7,6.0,-5.0,0.0,0.0,8.8,0.95
2022-01-31,7.0,4.8,4.7,1.9,5.7,5.7,11.2,0.57
2022-02-01,10.9,4.6,8.5,2.3,0.6,0.6,9.5,1.09
2022-02-02,15.3,6.0,13.2,2.8,0.0,0.0,9.7,1.31
2022-02-03,15.4,8.7,13.6,4.6,1.4,1.4,21.8,1.35
2022-02-04,8.5,3.1,5.8,-1.3,10.5,10.1,20.3,0.48
2022-02-05,9.2,0.9,5.5,-2.2,0.0,0.0,12.8,1.47
2022-02-06,11.2,3.0,7.9,-0.7,2.2,2.2,16.7,1.24
2022-02-07,13.4,1.9,10.1,-1.6,0.0,0.0,8.1,1.78
2022-02-08,16.6,4.8,13.5,0.8,0.0,0.0,19.5,2.06
2022-02-09,14.4,4.4,12.0,1.0,8.3,8.3,21.2,0.77
2022-02-10,6.5,3.8,3.7,1.4,7.4,7.4,8.1,0.59
2022-02-11,8.4,1.6,4.9,-2.2,0.0,0.0,13.3,1.43
2022-02-12,14.2,3.4,12.4,-0.2,0.0,0.0,9.5,1.93
2022-02-13,8.2,5.0,5.8,1.5,1.8,1.8,11.5,0.53
2022-02-14,7.1,5.7,5.3,3.4,2.3,2.3,9.2,0.43
2022-02-15,8.9,3.4,6.6,0.9,0.0,0.0,9.2,0.96
2022-02-16,9.9,2.4,7.1,-1.0,0.0,0.0,13.6,1.54
2022-02-17,12.0,2.3,9.3,-1.6,0.0,0.0,13.2,1.96
2022-02-18,16.1,4.2,15.4,0.2,1.7,1.7,14.6,2.22
2022-02-19,9.5,4.7,7.0,2.4,0.5,0.5,12.1,0.87
2022-02-20,13.6,4.2,12.2,1.3,0.0,0.0,10.8,1.87
2022-02-21,14.0,6.7,11.6,4.5,0.1,0.1,13.8,1.86
2022-02-22,18.5,7.4,19.0,5.1,0.0,0.0,11.2,1.99
2022-02-23,19.9,10.0,20.2,6.7,0.0,0.0,14.6,2.67
2022-02-24,12.8,6.6,11.9,4.8,0.2,0.2,10.1,1.29
2022-02-25,10.2,7.5,8.3,6.1,11.7,11.7,15.7,0.64
2022-02-26,9.4,6.0,6.2,3.9,9.3,9.3,21.1,0.68
2022-02-27,10.5,5.0,7.9,3.2,0.0,0.0,13.2,1.47
2022-02-28,15.5,5.3,14.9,3.4,0.2,0.2,18.0,1.48
2022-03-01,8.2,3.1,5.3,0.6,5.6,5.6,17.7,0.67
2022-03-02,7.9,4.6,6.7,2.0,4.9,4.9,10.2,0.78
2022-03-03,6.0,3.3,2.2,0.2,6.5,6.5,24.6,0.58
2022-03-04,10.2,2.0,6.0,-0.7,0.1,0.1,16.3,2.08
2022-03-05,10.8,1.8,7.7,-1.6,0.0,0.0,13.7,1.67
2022-03-06,9.5,5.3,6.4,3.0,0.0,0.0,17.8,1.67
2022-03-07,11.0,2.9,8.5,0.6,0.4,0.4,13.9,1.83
2022-03-08,8.4,5.9,5.4,2.6,10.7,10.7,19.6,0.87
2022-03-09,5.8,2.4,3.7,-0.2,16.8,12.0,12.7,0.43
2022-03-10,3.8,1.9,1.1,-0.7,8.7,4.8,13.3,0.41
2022-03-11,3.5,0.3,0.1,-4.7,18.8,1.6,17.6,0.62
