date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2025-01-01,10.9,1.8,8.1,-2.0,0.0,0.0,10.7,1.17
2025-01-02,14.2,4.2,12.5,0.3,0.0,0.0,15.1,1.71
2025-01-03,13.7,4.6,11.1,0.3,0.0,0.0,15.7,1.76
2025-01-04,18.0,5.6,13.2,0.7,0.0,0.0,23.9,2.41
2025-01-05,8.5,5.0,6.6,2.6,17.9,17.9,11.7,0.22
2025-01-06,9.3,3.8,6.8,-0.1,0.0,0.0,11.0,0.96
2025-01-07,14.1,4.0,12.6,-0.1,0.0,0.0,12.3,1.59
2025-01-08,16.1,7.1,14.8,3.3,0.0,0.0,13.1,1.64
2025-01-09,16.9,5.3,15.7,2.6,0.0,0.0,12.8,1.56
2025-01-10,15.3,7.4,13.6,3.5,0.0,0.0,12.5,1.7
2025-01-11,16.3,6.9,14.9,2.8,0.0,0.0,15.4,1.8
2025-01-12,13.1,7.1,11.2,3.2,0.0,0.0,13.0,1.22
2025-01-13,14.6,8.5,13.2,7.2,3.0,3.0,10.4,1.02
2025-01-14,8.4,6.7,7.2,4.9,5.1,5.1,8.7,0.33
2025-01-15,8.4,5.3,6.2,3.7,0.8,0.8,10.5,0.55
2025-01-16,9.2,6.3,7.7,4.1,10.4,10.4,10.9,0.27
2025-01-17,8.6,2.1,6.4,-1.3,2.5,2.5,12.1,0.49
2025-01-18,10.0,3.8,8.3,-0.0,1.7,1.7,11.7,0.69
2025-01-19,11.1,5.2,8.8,1.7,6.7,6.7,25.8,0.71
2025-01-20,7.1,1.5,4.8,-2.2,3.4,3.3,14.0,0.43
2025-01-21,9.6,1.2,7.1,-2.6,0.0,0.0,8.4,1.32
2025-01-22,13.2,4.3,11.3,0.3,0.0,0.0,9.7,1.39
2025-01-23,12.5,7.4,10.7,4.1,0.1,0.1,12.9,0.82
2025-01-24,12.3,5.3,9.9,1.2,0.1,0.1,12.9,1.34
2025-01-25,14.9,5.8,13.1,1.9,4.7,4.7,12.8,1.48
2025-01-26,11.7,4.2,10.5,1.0,9.1,9.1,14.4,0.65
2025-01-27,11.7,3.5,9.3,-0.2,0.0,0.0,11.2,1.46
2025-01-28,14.6,4.6,12.5,0.4,0.0,0.0,16.2,2.23
2025-01-29,16.7,6.4,15.1,1.4,0.0,0.0,15.7,2.46
2025-01-30,16.7,3.9,14.9,1.1,0.0,0.0,13.5,2.0
2025-01-31,12.7,3.2,10.7,0.0,0.0,0.0,7.7,1.41
2025-02-01,13.8,2.3,11.1,-1.6,0.0,0.0,10.8,1.69
2025-02-02,11.7,2.5,10.3,-1.1,2.2,2.2,11.1,0.78
2025-02-03,11.2,2.8,9.3,0.1,0.0,0.0,9.3,1.43
2025-02-04,7.3,3.2,4.3,0.8,17.1,17.1,13.0,0.35
2025-02-05,4.7,1.5,2.0,-0.8,11.6,5.4,6.7,0.48
2025-02-06,4.2,1.6,0.0,-3.0,6.5,2.4,18.0,0.79
2025-02-07,8.1,2.8,5.6,-1.0,1.1,1.0,12.8,1.08
2025-02-08,6.7,2.9,3.9,-0.3,7.2,6.2,11.8,0.51
2025-02-09,8.1,3.4,4.6,0.8,0.6,0.6,13.9,0.91
2025-02-10,6.8,3.4,4.0,0.8,1.6,1.6,8.3,0.53
2025-02-11,7.5,2.8,4.6,0.2,0.9,0.9,10.7,0.94
2025-02-12,8.3,3.2,5.7,0.5,0.2,0.2,7.8,0.96
2025-02-13,5.9,3.6,4.2,0.1,17.0,17.0,13.2,0.32
2025-02-14,9.1,0.7,6.5,-4.2,0.4,0.4,15.5,1.55
2025-02-15,14.7,1.3,13.3,-3.8,0.0,0.0,20.3,2.33
2025-02-16,11.4,4.2,9.5,0.4,1.4,1.4,10.3,1.32
2025-02-17,8.8,5.8,6.8,3.4,0.8,0.8,10.9,0.93
2025-02-18,6.6,1.9,4.7,-0.6,19.1,8.3,11.0,0.4
2025-02-19,3.2,0.7,0.3,-2.4,12.2,0.6,7.6,0.57
2025-02-20,3.0,-1.6,-0.3,-6.3,15.4,0.0,13.4,0.94
2025-02-21,1.3,-9.7,-2.6,-15.4,9.6,0.0,15.2,1.26
2025-02-22,1.9,-9.5,-3.0,-15.2,0.1,0.0,24.4,1.72
2025-02-23,1.4,-5.3,-3.3,-11.3,8.7,0.0,22.8,1.29
2025-02-24,2.5,-5.4,-2.6,-11.5,2.1,0.0,21.1,1.41
2025-02-25,6.0,-2.2,1.4,-7.3,0.0,0.0,19.2,2.07
2025-02-26,4.6,-2.8,1.4,-7.0,0.0,0.0,12.0,1.38
2025-02-27,5.6,-3.3,3.0,-7.4,0.0,0.0,8.7,1.63
2025-02-28,7.4,-2.8,4.8,-6.6,0.0,0.0,6.9,1.21
2025-03-01,9.2,-1.9,6.2,-5.6,0.0,0.0,12.0,1.7
2025-03-02,9.1,-2.1,6.9,-6.1,0.9,0.9,8.8,1.76
2025-03-03,6.9,1.8,4.7,-1.5,14.2,14.1,12.4,0.42
2025-03-04,7.8,1.4,5.1,-2.1,0.3,0.3,10.4,1.32
2025-03-05,9.9,0.7,8.2,-2.7,0.0,0.0,9.4,1.89
2025-03-06,13.4,1.0,12.0,-2.7,0.0,0.0,9.6,2.27
2025-03-07,12.8,0.7,10.3,-3.0,0.0,0.0,11.6,2.21
2025-03-08,11.4,2.8,9.8,-0.0,0.0,0.0,9.3,2.03
2025-03-09,13.1,3.2,12.7,0.4,0.0,0.0,7.5,2.17
2025-03-10,12.3,4.4,11.8,2.3,0.0,0.0,7.8,2.08
