date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2001-01-01,14.2,7.5,11.9,4.4,0.0,0.0,13.6,1.56
2001-01-02,14.0,6.1,12.7,3.5,0.0,0.0,10.8,0.94
2001-01-03,10.9,4.7,9.1,2.0,0.0,0.0,11.5,0.74
2001-01-04,13.2,4.3,11.3,1.4,0.0,0.0,10.0,1.09
2001-01-05,12.4,4.1,10.8,1.4,0.0,0.0,10.1,1.02
2001-01-06,13.1,4.8,11.1,1.9,0.0,0.0,10.7,1.1
2001-01-07,13.5,4.2,11.9,1.4,0.0,0.0,9.4,1.15
2001-01-08,13.8,4.9,12.2,2.0,0.0,0.0,10.0,1.27
2001-01-09,16.6,4.9,15.3,2.1,0.0,0.0,12.0,1.76
2001-01-10,14.3,8.6,13.0,7.0,5.1,5.1,9.9,1.36
2001-01-11,8.7,5.3,7.5,3.0,2.9,2.9,9.5,0.47
2001-01-12,12.3,3.8,10.3,1.0,0.1,0.1,7.6,1.04
2001-01-13,8.6,3.9,6.4,1.4,4.3,4.3,14.3,0.55
2001-01-14,5.9,4.6,2.8,1.2,6.6,6.6,13.2,0.35
2001-01-15,6.6,4.6,3.3,0.6,3.3,3.3,16.7,0.51
2001-01-16,8.0,5.5,5.7,2.6,0.0,0.0,10.9,0.53
2001-01-17,8.4,5.6,6.3,3.6,1.3,1.3,8.6,0.69
2001-01-18,7.1,5.4,4.8,2.6,6.4,6.4,9.8,0.49
2001-01-19,5.3,3.5,2.5,-0.2,8.5,8.3,14.5,0.48
2001-01-20,5.3,2.9,1.8,-0.6,3.5,3.0,12.0,0.61
2001-01-21,5.5,2.9,3.2,0.6,8.6,7.0,7.4,0.57
2001-01-22,3.5,1.7,1.4,-1.4,19.3,6.8,8.1,0.45
2001-01-23,2.4,0.8,-0.2,-2.6,9.0,3.7,9.8,0.58
