date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2014-01-01,8.8,3.8,6.7,0.7,0.1,0.1,10.1,0.57
2014-01-02,11.3,2.8,8.8,-0.6,0.0,0.0,9.7,1.21
2014-01-03,12.1,2.6,10.4,-0.8,0.0,0.0,11.2,1.18
2014-01-04,11.3,2.0,8.6,-0.8,0.0,0.0,8.9,1.0
2014-01-05,10.1,1.9,8.3,-0.7,0.0,0.0,8.8,0.96
2014-01-06,12.3,2.4,9.9,-0.7,0.0,0.0,9.8,1.3
2014-01-07,12.3,2.8,9.3,-0.6,0.0,0.0,8.8,1.26
2014-01-08,9.6,3.1,7.4,-0.0,0.0,0.0,12.7,0.8
2014-01-09,11.3,0.8,8.7,-2.2,0.0,0.0,8.9,1.09
2014-01-10,12.4,0.3,9.7,-2.9,0.0,0.0,12.8,1.49
2014-01-11,11.0,3.1,8.2,-0.3,0.0,0.0,10.1,1.17
2014-01-12,11.2,2.6,8.9,-0.5,0.0,0.0,13.4,1.19
2014-01-13,10.8,2.5,7.9,-0.1,7.2,6.8,21.0,0.92
2014-01-14,9.5,0.5,7.1,-2.2,0.0,0.0,13.0,0.93
2014-01-15,12.0,4.3,8.4,0.7,0.0,0.0,15.2,1.45
2014-01-16,14.9,5.6,12.0,0.6,0.0,0.0,17.3,2.13
2014-01-17,12.9,3.8,10.3,1.5,0.0,0.0,11.8,1.29
2014-01-18,16.3,3.8,14.4,1.2,0.0,0.0,12.6,1.62
2014-01-19,13.1,4.6,11.7,1.9,0.0,0.0,8.0,0.95
2014-01-20,14.6,4.4,13.4,1.4,0.0,0.0,10.4,1.24
2014-01-21,15.5,4.8,14.1,2.2,0.0,0.0,19.0,1.73
2014-01-22,17.9,5.9,14.1,3.3,2.2,2.2,20.6,2.12
2014-01-23,10.3,5.0,9.0,3.0,2.8,2.8,8.0,0.73
2014-01-24,8.8,5.0,6.9,1.9,5.8,5.8,10.4,0.52
2014-01-25,13.0,4.4,9.7,1.0,2.0,2.0,16.5,1.22
2014-01-26,13.8,8.0,11.7,5.6,1.3,1.3,12.4,1.04
2014-01-27,15.9,8.7,13.3,5.9,0.0,0.0,12.6,1.96
2014-01-28,12.1,7.1,9.8,4.7,0.5,0.5,13.2,1.16
2014-01-29,15.1,5.8,12.2,2.9,0.3,0.3,14.2,1.81
2014-01-30,10.3,4.2,8.4,0.6,16.7,16.6,22.0,0.71
2014-01-31,4.5,2.8,0.8,-0.9,7.3,4.4,13.6,0.51
2014-02-01,4.5,2.2,0.7,-1.2,3.9,1.6,12.7,0.69
2014-02-02,6.0,0.1,2.2,-2.9,0.4,0.0,13.8,1.09
2014-02-03,5.2,0.5,1.8,-2.6,0.0,0.0,8.9,1.0
2014-02-04,5.5,0.7,1.6,-2.7,0.0,0.0,10.0,1.05
2014-02-05,6.6,0.2,3.8,-3.1,0.0,0.0,10.3,1.17
2014-02-06,8.8,-0.7,5.7,-4.3,0.0,0.0,12.8,1.36
2014-02-07,10.3,-0.6,7.2,-4.3,0.0,0.0,13.2,1.53
2014-02-08,11.9,-0.1,9.2,-3.3,0.0,0.0,12.9,1.8
2014-02-09,14.6,4.0,12.7,-0.2,0.0,0.0,14.8,2.2
2014-02-10,15.3,5.1,11.8,0.4,2.2,2.2,18.8,1.64
2014-02-11,13.3,5.6,11.4,2.3,4.4,4.4,13.8,1.86
2014-02-12,16.3,5.4,14.2,2.0,0.0,0.0,12.1,2.43
2014-02-13,17.5,8.0,16.3,4.3,0.0,0.0,14.4,2.69
2014-02-14,17.1,8.6,14.2,5.3,0.0,0.0,11.5,2.67
2014-02-15,14.7,7.8,12.6,5.2,6.5,6.5,14.9,1.7
