date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2012-01-01,12.3,5.8,10.3,2.2,6.6,6.6,19.3,0.93
2012-01-02,5.5,1.9,2.0,-1.3,11.5,9.9,15.4,0.49
2012-01-03,8.5,0.4,5.5,-2.7,0.0,0.0,9.8,0.96
2012-01-04,11.5,2.1,9.2,-1.1,0.0,0.0,10.2,1.11
2012-01-05,13.3,3.5,12.0,0.0,0.0,0.0,9.7,1.21
2012-01-06,14.2,5.3,10.7,2.0,0.0,0.0,13.4,2.05
2012-01-07,15.7,8.8,12.1,4.6,0.0,0.0,17.9,2.4
2012-01-08,13.6,7.4,10.7,4.6,0.0,0.0,12.2,1.27
2012-01-09,10.7,5.5,8.9,3.0,2.3,2.3,17.2,0.72
2012-01-10,9.3,4.3,5.9,1.9,4.3,4.3,17.6,0.62
2012-01-11,9.1,6.4,7.1,4.0,3.6,3.6,10.1,0.52
2012-01-12,6.7,4.2,4.5,1.7,10.6,10.6,11.2,0.32
2012-01-13,6.1,1.5,3.3,-1.8,2.2,2.2,8.7,0.55
2012-01-14,10.8,1.8,8.2,-1.7,0.0,0.0,13.5,1.64
2012-01-15,6.0,2.4,1.1,-0.7,22.2,7.8,22.1,0.36
2012-01-16,2.3,1.2,-0.6,-2.4,31.9,10.1,12.0,0.25
2012-01-17,2.2,-3.9,-0.7,-8.3,14.5,1.9,13.3,0.54
2012-01-18,1.4,-7.8,-1.8,-12.4,0.0,0.0,16.4,0.83
2012-01-19,-1.0,-7.6,-7.3,-13.6,0.0,0.0,22.1,1.14
2012-01-20,-1.0,-8.5,-5.6,-13.8,0.0,0.0,16.2,0.98
2012-01-21,3.8,-6.4,-0.5,-12.0,1.1,1.1,18.0,1.13
2012-01-22,5.1,2.9,1.9,-1.1,3.0,2.4,14.8,0.81
2012-01-23,7.6,-0.8,4.9,-4.9,0.3,0.3,15.1,1.23
2012-01-24,7.5,0.5,4.6,-4.0,0.4,0.4,14.5,1.32
2012-01-25,5.9,2.1,3.0,-2.4,1.6,1.6,14.4,0.82
2012-01-26,8.1,4.0,5.1,1.2,2.2,2.2,12.8,1.21
2012-01-27,9.0,3.5,7.5,-1.8,9.7,9.4,25.6,0.77
2012-01-28,3.3,-1.2,-2.3,-5.7,7.2,3.9,31.4,0.73
2012-01-29,2.0,-3.2,-1.5,-6.7,1.7,0.5,9.6,0.75
2012-01-30,1.1,-1.9,-2.5,-5.5,9.8,2.2,12.2,0.46
2012-01-31,0.2,-1.7,-3.6,-5.7,14.7,3.2,18.3,0.47
2012-02-01,-1.0,-5.9,-6.1,-9.9,2.4,0.1,20.9,0.91
2012-02-02,-0.8,-8.6,-5.0,-12.1,0.5,0.1,13.5,0.74
2012-02-03,3.7,-4.5,0.0,-8.5,0.0,0.0,13.0,1.06
2012-02-04,6.7,-2.7,3.9,-6.7,0.0,0.0,11.5,1.21
2012-02-05,8.8,-3.4,6.1,-7.8,0.0,0.0,11.5,1.31
2012-02-06,8.3,-3.9,5.9,-8.1,0.0,0.0,10.7,1.33
2012-02-07,7.3,-3.6,5.1,-7.7,7.4,6.9,9.6,0.82
2012-02-08,3.0,-2.1,0.8,-7.3,6.1,3.0,29.5,0.62
2012-02-09,-0.0,-2.5,-3.7,-7.0,2.8,0.0,11.3,0.63
2012-02-10,-0.7,-2.9,-5.2,-7.0,6.7,0.6,17.3,0.61
2012-02-11,1.3,-6.2,-2.0,-11.0,0.0,0.0,11.3,1.03
2012-02-12,6.4,-7.1,3.6,-12.0,0.0,0.0,11.6,1.42
2012-02-13,9.0,-3.4,6.5,-7.5,0.0,0.0,15.1,1.73
2012-02-14,11.2,1.0,8.9,-4.0,0.0,0.0,20.5,1.82
2012-02-15,10.7,0.9,8.5,-2.7,4.7,3.6,21.9,1.26
2012-02-16,5.4,2.0,2.0,-1.4,1.9,1.2,14.2,1.01
2012-02-17,4.5,1.6,0.4,-3.0,18.8,7.7,22.5,0.45
2012-02-18,2.0,0.4,-3.6,-6.0,19.9,7.8,32.1,0.54
2012-02-19,1.5,-1.0,-2.5,-5.1,8.0,5.6,22.8,0.87
2012-02-20,3.1,-3.6,-0.3,-7.8,0.6,0.6,14.3,1.13
2012-02-21,5.1,-5.5,2.9,-9.4,0.0,0.0,10.5,1.45
2012-02-22,6.2,-6.0,3.1,-9.8,0.0,0.0,7.6,1.37
2012-02-23,5.2,-2.7,2.5,-7.1,0.0,0.0,11.5,1.33
2012-02-24,7.1,-3.3,4.5,-7.8,0.1,0.1,11.2,1.71
2012-02-25,9.2,-1.3,6.8,-5.4,4.1,4.1,11.0,1.3
2012-02-26,8.6,3.8,6.4,0.8,1.9,1.9,12.2,1.16
2012-02-27,11.7,3.9,9.1,0.2,0.4,0.4,14.0,1.43
2012-02-28,7.3,1.7,4.5,-2.6,5.0,3.2,16.6,0.85
2012-02-29,1.9,0.3,-1.6,-4.1,14.2,4.6,16.4,0.62
2012-03-01,1.5,-0.9,-2.5,-5.8,9.2,3.8,18.9,1.0
2012-03-02,1.7,-0.7,-3.0,-5.8,8.7,4.5,22.1,0.66
2012-03-03,7.0,0.3,3.7,-4.2,12.1,4.0,27.8,1.17
2012-03-04,3.4,-0.9,-0.8,-5.6,3.2,1.9,21.6,1.63
2012-03-05,5.0,-1.8,1.0,-6.5,0.0,0.0,18.4,1.88
2012-03-06,2.5,0.3,-1.3,-4.5,2.6,1.3,16.3,0.87
2012-03-07,3.0,-0.1,-0.2,-3.1,3.4,0.9,13.4,0.74
2012-03-08,5.7,-0.5,2.7,-4.2,0.9,0.6,13.4,1.51
2012-03-09,3.0,1.1,-0.5,-1.7,8.5,2.8,12.0,0.68
2012-03-10,2.6,-3.9,-2.4,-8.1,3.1,0.9,21.3,1.08
2012-03-11,4.9,-1.2,1.4,-4.9,0.0,0.0,19.2,1.72
2012-03-12,11.3,2.8,8.5,-1.0,2.6,2.6,11.0,1.36
2012-03-13,6.3,3.9,3.4,0.3,0.3,0.3,13.5,1.05
2012-03-14,5.9,2.4,2.7,-1.9,9.3,6.4,16.3,0.65
2012-03-15,6.3,0.0,2.8,-4.8,10.8,5.1,19.7,1.27
2012-03-16,1.8,-1.9,-2.9,-7.1,7.8,2.9,26.8,1.27
2012-03-17,3.2,-3.9,0.0,-8.2,4.9,1.4,12.5,1.52
2012-03-18,10.0,-2.0,7.2,-6.5,0.0,0.0,13.4,2.45
2012-03-19,12.9,1.8,11.8,-2.3,0.0,0.0,11.0,2.81
2012-03-20,14.1,1.4,12.0,-1.7,0.0,0.0,11.2,2.83
2012-03-21,9.2,2.8,7.0,0.4,0.3,0.3,15.2,1.72
2012-03-22,9.7,2.7,5.3,-0.4,4.2,4.2,18.3,1.39
2012-03-23,8.4,2.9,6.9,0.3,1.0,1.0,9.4,1.62
2012-03-24,12.0,1.4,11.0,-1.5,0.0,0.0,9.8,2.61
2012-03-25,11.8,4.0,10.8,1.2,0.0,0.0,12.4,2.41
2012-03-26,13.4,3.7,12.3,-0.3,10.7,10.1,18.2,2.56
2012-03-27,5.8,-0.7,2.8,-4.0,3.7,3.3,18.4,1.68
2012-03-28,7.8,-1.2,4.3,-4.8,0.2,0.2,11.8,1.7
2012-03-29,8.8,1.5,6.9,-0.8,0.4,0.4,15.3,2.02
2012-03-30,16.2,4.6,13.4,0.1,0.0,0.0,21.1,4.28
2012-03-31,9.0,5.5,7.5,2.3,7.8,7.8,16.9,1.31
2012-04-01,16.6,6.2,15.7,2.5,0.0,0.0,15.6,3.55
2012-04-02,13.9,3.1,9.9,0.3,4.5,4.3,23.9,1.19
2012-04-03,13.4,3.3,11.9,0.4,0.0,0.0,15.5,2.78
2012-04-04,17.2,5.6,16.8,2.6,0.0,0.0,11.2,3.57
2012-04-05,19.6,8.1,19.6,5.5,0.0,0.0,10.9,3.81
2012-04-06,20.4,8.1,20.7,5.9,0.0,0.0,19.1,4.26
2012-04-07,19.3,9.3,19.4,8.3,1.2,1.2,10.5,3.45
2012-04-08,21.1,8.6,20.4,7.2,0.4,0.4,19.1,3.85
2012-04-09,19.9,10.1,20.6,7.2,3.2,3.2,19.5,3.88
2012-04-10,12.1,8.9,10.2,6.9,0.2,0.2,17.1,1.77
2012-04-11,13.0,8.3,11.0,6.1,9.3,9.3,17.2,1.57
2012-04-12,11.9,7.3,10.3,5.4,2.9,2.9,13.0,1.82
2012-04-13,16.3,7.0,16.4,4.6,0.0,0.0,12.2,3.39
2012-04-14,21.0,7.5,20.4,5.5,0.0,0.0,15.5,4.48
2012-04-15,20.8,11.5,19.7,10.3,0.7,0.7,13.2,2.67
2012-04-16,16.8,10.2,16.1,9.2,14.1,14.1,15.1,1.92
2012-04-17,17.7,9.5,17.8,7.2,0.0,0.0,14.0,3.72
2012-04-18,21.9,9.2,20.6,6.8,0.0,0.0,22.0,4.68
2012-04-19,20.9,9.6,21.3,8.7,1.4,1.4,16.3,3.92
2012-04-20,16.4,8.3,16.8,7.3,0.1,0.1,13.6,3.32
2012-04-21,19.6,9.2,19.9,7.4,2.8,2.8,14.3,3.85
2012-04-22,14.6,8.4,14.3,7.2,3.1,3.1,13.5,2.36
2012-04-23,15.8,8.4,16.2,6.8,0.0,0.0,12.4,3.37
2012-04-24,16.7,7.8,17.3,6.2,0.0,0.0,12.0,3.62
2012-04-25,18.2,7.8,18.6,6.0,0.0,0.0,11.1,4.12
2012-04-26,19.7,8.0,20.3,6.2,0.0,0.0,10.7,4.22
