date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2024-01-01,13.8,5.0,11.6,1.8,0.0,0.0,14.1,1.48
2024-01-02,16.1,9.2,15.1,5.0,0.9,0.9,20.3,1.42
2024-01-03,12.4,9.3,11.2,7.2,4.1,4.1,12.8,0.76
2024-01-04,17.4,10.6,14.6,9.2,0.1,0.1,35.5,1.36
2024-01-05,15.1,6.7,12.4,3.9,10.5,10.5,27.6,0.86
2024-01-06,14.9,6.0,12.5,2.3,0.0,0.0,12.0,1.64
2024-01-07,18.2,8.2,16.7,4.6,0.6,0.6,30.1,2.46
2024-01-08,18.3,10.7,18.4,9.5,5.5,5.5,19.2,1.79
2024-01-09,13.5,8.3,13.0,6.0,11.2,11.2,14.1,0.5
2024-01-10,8.1,5.4,6.0,2.5,1.7,1.7,12.7,0.65
2024-01-11,7.3,2.2,5.0,-1.1,0.4,0.4,8.7,0.61
2024-01-12,6.3,2.2,3.3,-1.5,4.8,4.4,25.6,0.61
2024-01-13,5.1,-0.2,0.9,-3.5,5.0,0.8,16.9,0.84
2024-01-14,6.3,-1.2,2.2,-5.2,0.0,0.0,13.9,1.18
2024-01-15,11.4,0.3,8.2,-3.9,0.0,0.0,8.8,1.45
2024-01-16,16.2,6.8,14.6,3.4,5.3,5.3,18.0,1.46
2024-01-17,10.4,4.9,8.5,2.4,2.1,2.1,8.5,0.78
2024-01-18,16.7,5.6,15.5,2.5,0.0,0.0,12.6,1.46
2024-01-19,19.3,11.1,17.7,8.8,1.6,1.6,28.5,2.02
2024-01-20,19.4,10.7,18.4,8.9,0.3,0.3,22.6,2.34
2024-01-21,10.2,4.2,7.9,0.5,16.9,16.9,16.2,0.39
2024-01-22,6.1,1.0,3.3,-3.1,2.8,1.8,14.0,0.87
2024-01-23,6.6,0.2,3.4,-3.8,1.0,1.0,11.5,1.07
2024-01-24,8.3,0.4,5.1,-3.6,0.1,0.0,9.8,1.23
2024-01-25,7.7,0.2,4.4,-4.2,0.0,0.0,11.4,1.21
2024-01-26,9.5,4.3,6.7,1.0,0.9,0.9,8.4,0.93
2024-01-27,9.3,1.8,4.4,-1.0,6.4,6.3,21.0,1.1
2024-01-28,8.6,1.6,5.5,-2.0,0.8,0.8,10.2,1.12
2024-01-29,7.6,2.4,4.2,-0.5,1.6,1.5,11.7,0.9
2024-01-30,6.7,0.4,3.9,-3.0,1.5,1.5,10.2,0.85
2024-01-31,8.0,0.2,5.0,-3.3,0.0,0.0,12.5,1.1
2024-02-01,8.7,1.2,5.8,-2.6,1.0,1.0,10.9,1.22
2024-02-02,9.5,1.8,6.8,-1.8,0.1,0.1,8.9,1.36
2024-02-03,9.0,2.9,5.8,0.1,2.9,2.9,10.8,0.85
