date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2021-01-01,18.4,7.9,16.6,5.2,0.0,0.0,14.5,1.9
2021-01-02,13.8,6.5,13.0,4.3,0.0,0.0,7.8,1.01
2021-01-03,12.5,5.6,11.4,2.9,0.0,0.0,12.9,1.01
2021-01-04,14.6,5.4,13.1,2.2,0.0,0.0,13.9,1.68
2021-01-05,18.1,6.7,15.9,3.0,0.1,0.1,10.4,1.73
2021-01-06,14.2,7.4,12.2,4.6,0.4,0.4,8.7,1.07
2021-01-07,17.3,8.1,16.5,4.5,0.0,0.0,11.5,1.79
2021-01-08,17.3,8.8,16.0,5.7,0.0,0.0,11.7,1.8
2021-01-09,20.8,9.9,18.6,6.4,0.0,0.0,12.9,2.5
2021-01-10,18.5,9.6,18.8,7.8,2.2,2.2,14.4,1.18
2021-01-11,14.6,8.4,14.1,6.6,1.5,1.5,12.2,0.59
2021-01-12,22.4,10.0,20.2,9.0,0.1,0.1,20.0,1.63
2021-01-13,23.5,7.8,20.7,5.4,19.5,19.5,25.8,1.13
2021-01-14,9.1,6.6,7.8,2.2,21.5,21.5,23.8,0.58
2021-01-15,8.7,5.2,5.8,2.3,3.6,3.6,13.4,0.76
2021-01-16,7.1,5.2,5.2,2.8,1.8,1.8,13.0,0.54
2021-01-17,10.5,3.6,8.6,0.1,16.6,16.5,15.6,0.51
2021-01-18,4.1,-5.2,1.6,-9.1,11.1,2.9,22.0,0.51
2021-01-19,5.1,-4.3,1.0,-9.5,0.0,0.0,14.1,1.39
2021-01-20,5.2,-0.9,1.4,-5.4,0.9,0.0,16.8,1.25
2021-01-21,10.5,2.5,5.8,-3.4,0.0,0.0,19.2,2.31
2021-01-22,11.1,3.8,8.3,-0.3,0.0,0.0,13.6,1.77
2021-01-23,14.0,5.4,11.9,0.7,0.0,0.0,14.4,2.16
2021-01-24,14.7,5.6,12.3,1.9,0.0,0.0,11.0,1.83
2021-01-25,16.6,8.5,14.6,4.5,0.0,0.0,33.2,3.2
2021-01-26,18.3,10.7,17.6,8.2,0.0,0.0,28.1,2.24
2021-01-27,16.7,10.7,13.8,6.8,0.0,0.0,12.9,1.64
2021-01-28,12.8,4.8,10.7,2.2,13.9,13.9,16.6,0.77
2021-01-29,7.5,2.5,5.0,-1.6,0.6,0.6,11.0,0.73
2021-01-30,10.8,3.8,8.1,-0.9,0.0,0.0,15.7,1.71
2021-01-31,12.0,4.6,9.8,1.8,0.7,0.7,9.4,0.95
2021-02-01,17.1,8.2,15.6,4.7,0.0,0.0,8.9,1.99
2021-02-02,19.8,8.3,18.3,5.0,0.0,0.0,14.8,2.3
2021-02-03,19.4,10.2,18.0,7.0,0.0,0.0,12.8,2.44
2021-02-04,16.6,10.5,15.3,7.9,0.0,0.0,15.8,2.11
2021-02-05,14.0,8.7,11.4,7.2,7.3,7.3,18.3,1.22
2021-02-06,17.3,6.0,17.5,3.8,0.0,0.0,9.8,1.79
2021-02-07,14.5,7.3,11.7,5.4,0.0,0.0,9.7,1.3
2021-02-08,21.1,7.3,21.8,5.4,0.0,0.0,35.8,2.62
2021-02-09,23.2,10.1,19.4,7.7,0.0,0.0,33.8,4.42
2021-02-10,21.2,8.1,19.3,6.2,0.0,0.0,17.8,2.23
2021-02-11,20.6,9.2,19.0,6.7,0.0,0.0,11.9,2.74
2021-02-12,21.7,4.9,18.0,2.1,10.0,10.0,40.9,2.85
2021-02-13,6.3,4.8,3.6,1.2,7.7,7.7,14.5,0.48
2021-02-14,7.2,4.5,5.0,1.3,1.3,1.3,12.5,0.66
2021-02-15,6.6,1.7,3.6,-1.6,14.9,5.9,17.0,0.39
2021-02-16,1.9,-0.4,-1.7,-4.4,28.7,0.0,15.1,0.49
2021-02-17,0.6,-3.0,-3.9,-8.1,9.3,0.0,18.6,0.83
2021-02-18,3.2,-5.9,-0.3,-11.6,0.0,0.0,17.5,1.6
2021-02-19,3.0,-3.9,-0.4,-8.1,2.7,0.0,20.8,0.92
2021-02-20,6.0,-3.5,2.4,-8.1,0.0,0.0,14.6,1.6
2021-02-21,7.2,-3.3,3.8,-8.0,0.0,0.0,12.9,1.89
2021-02-22,9.7,0.2,6.6,-4.4,0.0,0.0,11.2,2.0
2021-02-23,11.0,2.2,8.4,-1.4,0.0,0.0,8.7,1.88
2021-02-24,9.0,5.2,5.8,2.2,0.9,0.9,13.0,0.78
2021-02-25,8.7,1.8,4.9,-1.0,0.1,0.1,15.0,1.51
2021-02-26,9.5,1.4,6.8,-1.6,0.0,0.0,13.5,1.79
2021-02-27,11.6,2.0,9.2,-1.1,0.0,0.0,12.7,2.1
2021-02-28,11.0,5.0,7.1,1.7,10.8,10.8,20.9,1.01
2021-03-01,8.9,2.9,5.6,0.1,0.6,0.6,13.4,1.58
2021-03-02,8.6,2.1,5.9,-0.8,0.0,0.0,11.5,1.57
2021-03-03,10.3,2.3,6.7,-0.7,3.7,3.7,20.2,1.73
