date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2002-01-01,13.6,2.8,10.2,-1.2,10.4,6.5,21.2,1.55
2002-01-02,2.3,-0.7,-1.7,-4.7,35.6,4.9,14.6,0.31
2002-01-03,0.2,-1.8,-3.4,-5.2,14.3,1.7,11.1,0.4
2002-01-04,2.2,-4.5,-1.1,-9.5,1.0,0.7,14.3,0.82
2002-01-05,4.3,0.5,1.9,-4.3,13.6,3.5,15.8,0.51
2002-01-06,1.6,0.8,-2.6,-3.6,16.1,6.6,17.5,0.35
2002-01-07,1.3,0.1,-2.4,-4.0,9.1,4.0,15.1,0.43
2002-01-08,2.6,-2.5,-3.6,-6.5,11.3,1.6,25.5,0.71
2002-01-09,-2.3,-4.8,-6.6,-8.9,7.8,0.0,18.0,0.38
2002-01-10,-0.6,-6.0,-4.1,-10.8,0.2,0.0,11.4,0.66
2002-01-11,1.7,-4.8,-1.9,-9.3,2.9,1.6,11.2,0.57
2002-01-12,3.3,-0.3,0.8,-3.7,0.4,0.4,7.9,0.63
2002-01-13,4.8,0.2,2.6,-2.9,0.0,0.0,5.9,0.77
2002-01-14,4.6,0.2,2.3,-2.9,0.0,0.0,6.2,0.81
2002-01-15,3.6,1.4,1.4,-1.4,1.9,1.1,5.0,0.54
2002-01-16,4.7,-0.4,1.9,-4.3,0.1,0.1,9.8,0.57
2002-01-17,5.3,-1.9,3.0,-6.1,0.0,0.0,11.0,0.97
2002-01-18,6.5,-2.1,3.4,-6.0,0.0,0.0,9.8,1.05
2002-01-19,6.4,-0.6,3.7,-4.7,0.0,0.0,10.0,1.03
2002-01-20,6.9,0.1,4.8,-3.4,1.3,1.3,8.4,0.98
2002-01-21,5.4,1.3,3.2,-2.1,2.1,2.1,9.3,0.69
2002-01-22,6.4,1.0,4.1,-2.6,2.0,2.0,11.1,0.98
2002-01-23,5.9,-1.6,3.7,-5.6,1.0,1.0,12.3,1.03
2002-01-24,6.8,-0.9,4.4,-5.4,0.0,0.0,13.1,1.22
2002-01-25,7.5,-2.1,5.1,-6.3,0.0,0.0,10.6,1.3
2002-01-26,8.1,-1.1,5.6,-4.6,0.0,0.0,11.2,1.28
2002-01-27,7.4,-1.2,4.8,-5.0,0.0,0.0,10.2,1.18
2002-01-28,9.1,-0.9,6.4,-4.9,3.3,3.3,17.3,1.42
2002-01-29,7.7,3.8,5.5,-0.1,1.1,1.1,18.8,1.36
2002-01-30,9.8,4.7,5.5,-0.1,0.0,0.0,24.0,1.86
2002-01-31,9.2,2.2,5.7,-0.9,0.0,0.0,24.1,1.46
2002-02-01,14.5,2.2,10.8,-0.0,0.0,0.0,17.9,1.81
