date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,wind_speed_10m_max,et0_fao_evapotranspiration
2008-01-01,6.7,-1.2,2.6,-5.3,0.0,0.0,10.2,1.29
2008-01-02,7.8,-0.5,4.3,-4.4,0.0,0.0,12.7,1.34
2008-01-03,11.0,2.3,8.6,-1.9,0.8,0.8,12.8,1.14
2008-01-04,4.3,2.2,1.2,-3.4,19.7,8.7,24.5,0.39
2008-01-05,2.1,0.8,-3.5,-5.6,13.4,6.6,28.9,0.65
2008-01-06,2.1,-5.7,-1.7,-9.4,2.0,1.6,21.3,0.74
2008-01-07,3.2,-4.4,-0.1,-8.1,0.0,0.0,11.3,0.83
2008-01-08,3.0,-3.5,-0.2,-7.7,4.7,2.7,13.0,0.51
2008-01-09,3.8,-0.6,-0.1,-4.7,6.3,5.5,14.3,0.72
2008-01-10,1.8,-2.7,-2.5,-7.4,5.9,4.2,16.4,0.57
2008-01-11,1.9,-4.2,-2.3,-9.1,0.3,0.3,13.7,0.73
2008-01-12,2.8,-6.1,-0.8,-10.2,0.0,0.0,9.9,0.66
2008-01-13,3.5,-5.8,0.6,-9.4,0.0,0.0,8.3,0.78
2008-01-14,5.1,-6.3,1.8,-10.4,0.0,0.0,7.6,0.93
2008-01-15,6.3,-6.4,2.8,-10.8,0.0,0.0,10.1,1.08
2008-01-16,5.8,-7.7,2.5,-12.1,0.0,0.0,11.2,1.04
2008-01-17,8.1,-2.2,5.4,-6.5,0.0,0.0,10.9,1.23
2008-01-18,7.0,-4.2,3.9,-8.1,0.0,0.0,7.7,1.01
2008-01-19,5.9,-4.3,2.5,-8.1,0.0,0.0,7.5,0.99
2008-01-20,7.3,-4.2,4.0,-7.8,0.0,0.0,8.8,1.19
2008-01-21,9.0,-1.3,5.9,-5.4,0.0,0.0,14.0,1.63
2008-01-22,11.7,1.8,9.0,-2.6,0.0,0.0,12.5,1.72
2008-01-23,12.0,1.4,8.7,-1.8,0.0,0.0,10.1,1.64
2008-01-24,5.7,1.0,2.1,-2.6,11.5,6.5,20.8,0.44
2008-01-25,1.6,-1.5,-1.2,-4.9,5.6,2.7,8.3,0.74
2008-01-26,1.8,-6.5,-0.7,-10.7,0.0,0.0,9.4,0.66
2008-01-27,7.1,-5.0,2.9,-9.6,0.0,0.0,24.2,1.7
2008-01-28,4.6,2.1,1.7,-1.1,15.5,5.6,11.5,0.43
2008-01-29,2.0,-0.3,-1.5,-5.0,27.2,7.6,21.7,0.41
2008-01-30,0.3,-0.5,-4.9,-5.8,14.8,6.9,22.3,0.58
2008-01-31,1.4,-4.7,-3.4,-9.5,7.5,3.6,22.1,0.73
2008-02-01,3.4,-6.6,0.1,-11.5,0.2,0.2,13.3,1.1
2008-02-02,5.7,-2.7,2.7,-7.2,0.1,0.1,11.6,1.22
2008-02-03,7.4,-3.9,4.9,-8.4,0.0,0.0,10.9,1.3
2008-02-04,7.2,-4.8,4.6,-9.1,0.0,0.0,10.5,1.25
2008-02-05,6.2,-5.4,3.7,-9.6,0.0,0.0,9.0,1.19
2008-02-06,6.3,-6.3,4.1,-10.1,0.0,0.0,6.8,1.26
2008-02-07,5.4,-3.3,3.0,-6.7,0.0,0.0,7.4,1.19
2008-02-08,4.0,-3.2,1.8,-6.1,0.0,0.0,6.2,0.87
2008-02-09,4.9,0.5,2.1,-2.3,0.0,0.0,11.6,0.69
2008-02-10,5.6,0.8,2.5,-2.1,0.0,0.0,10.8,0.83
2008-02-11,5.1,2.1,2.1,-1.4,2.6,1.9,15.5,0.6
2008-02-12,3.6,1.7,-1.5,-2.9,1.8,0.6,22.7,0.6
2008-02-13,3.0,0.4,-1.0,-3.9,1.9,0.1,15.5,0.76
2008-02-14,2.4,-1.7,-1.0,-5.9,5.2,1.2,12.0,0.59
2008-02-15,4.5,-2.2,-0.5,-6.7,0.4,0.0,19.9,1.14
2008-02-16,4.2,0.3,0.8,-3.6,7.6,2.1,16.4,0.82
2008-02-17,2.0,-0.7,-1.9,-4.9,42.6,8.8,14.0,0.28
2008-02-18,0.1,-1.1,-4.6,-6.3,17.9,2.0,18.9,0.69
2008-02-19,0.4,-2.2,-4.9,-8.7,10.5,0.8,26.2,1.23
2008-02-20,3.4,-1.9,-3.2,-7.4,2.7,1.8,32.1,1.45
2008-02-21,6.3,-3.6,3.6,-8.0,0.0,0.0,13.0,1.59
2008-02-22,8.5,-1.3,6.4,-5.5,0.0,0.0,13.3,1.78
2008-02-23,8.9,-1.3,6.7,-5.8,0.0,0.0,12.6,1.83
2008-02-24,4.4,0.2,-0.2,-4.6,11.0,6.7,22.2,0.61
2008-02-25,3.3,-2.0,1.5,-5.5,0.0,0.0,7.8,1.49
2008-02-26,5.9,-2.3,3.4,-5.8,0.0,0.0,7.9,1.55
2008-02-27,7.8,-2.8,5.6,-6.7,0.0,0.0,12.1,1.73
2008-02-28,13.1,0.7,11.3,-3.6,0.0,0.0,12.3,2.04
2008-02-29,9.5,3.1,7.3,-0.0,0.3,0.3,13.0,1.35
2008-03-01,11.6,1.1,9.9,-2.2,0.0,0.0,15.5,2.2
2008-03-02,15.7,6.8,12.9,2.3,6.7,6.7,21.1,2.79
2008-03-03,12.1,1.9,9.8,-0.7,6.8,6.8,24.0,1.71
2008-03-04,13.6,1.7,11.2,-1.3,0.0,0.0,18.7,2.8
2008-03-05,17.1,8.1,16.5,4.6,0.0,0.0,19.1,3.17
2008-03-06,14.0,7.7,13.3,5.3,0.0,0.0,8.7,2.26
2008-03-07,13.3,8.0,11.3,5.4,0.0,0.0,14.0,1.92
2008-03-08,19.7,8.9,18.4,5.6,0.0,0.0,13.2,2.99
2008-03-09,17.4,8.8,16.7,6.5,0.0,0.0,13.5,1.72
2008-03-10,12.6,7.8,11.2,5.0,2.5,2.5,13.6,1.54
2008-03-11,12.5,6.3,10.7,3.3,2.8,2.8,14.0,2.05
2008-03-12,15.2,5.8,13.2,2.8,0.0,0.0,12.7,2.81
2008-03-13,15.7,5.9,14.7,3.9,1.2,1.2,11.9,2.53
2008-03-14,11.7,5.4,9.5,0.2,20.9,20.9,29.5,1.35
2008-03-15,10.5,5.3,8.0,-0.2,2.2,2.2,26.0,2.82
2008-03-16,12.1,5.6,9.2,2.3,0.9,0.9,16.6,2.24
2008-03-17,18.9,6.5,17.0,3.4,0.0,0.0,20.3,4.36
2008-03-18,20.0,9.1,18.6,7.5,0.0,0.0,16.6,3.65
2008-03-19,16.5,8.0,15.5,5.7,1.4,1.4,10.3,2.6
2008-03-20,15.7,8.4,13.2,5.9,6.5,6.5,23.9,1.76
2008-03-21,20.6,8.3,18.5,5.5,9.5,9.5,19.4,2.81
2008-03-22,15.1,9.2,13.5,7.9,6.3,6.3,18.8,1.93
2008-03-23,23.0,11.1,21.6,8.6,0.0,0.0,28.4,5.24
2008-03-24,23.0,14.7,22.8,12.2,0.0,0.0,26.3,5.51
2008-03-25,25.6,9.9,25.2,8.5,4.4,4.4,28.4,4.22
2008-03-26,16.5,6.6,15.3,4.0,0.7,0.7,16.4,2.99
2008-03-27,9.8,5.3,7.1,2.1,0.1,0.1,16.1,2.31
2008-03-28,10.5,5.0,8.9,2.1,0.8,0.8,13.8,2.02
2008-03-29,14.4,4.5,12.5,1.9,1.0,1.0,15.6,1.98
2008-03-30,11.8,8.1,10.4,5.7,8.9,8.9,14.5,0.99
2008-03-31,11.2,7.6,9.3,5.5,1.9,1.9,13.3,1.46
2008-04-01,8.4,6.6,6.1,4.4,10.5,10.5,14.2,0.58
2008-04-02,11.8,4.6,11.3,2.5,2.7,2.7,12.1,2.05
2008-04-03,14.8,3.8,13.3,1.1,2.3,2.3,13.7,2.5
2008-04-04,10.9,8.0,9.1,6.3,5.6,5.6,14.9,1.12
2008-04-05,13.0,6.2,12.5,4.4,2.4,2.4,11.9,2.14
2008-04-06,18.9,6.8,17.2,4.1,0.0,0.0,17.3,3.03
2008-04-07,17.4,9.8,17.5,7.6,7.3,7.3,23.5,2.21
2008-04-08,13.2,5.7,13.2,4.0,3.6,3.6,8.4,2.13
2008-04-09,14.2,4.6,13.7,2.4,0.0,0.0,13.0,2.91
2008-04-10,17.3,6.8,17.1,4.5,0.0,0.0,14.1,3.36
2008-04-11,17.7,9.7,17.1,7.8,2.9,2.9,12.8,2.65
2008-04-12,18.2,9.4,19.7,8.1,0.1,0.1,8.9,3.16
