Date,Value,iValue,rolling_14d,AdjustedValue,iAdjusted,rolling_14d_adjusted,USD_TL
1999-02-08,0.641585,0.641585,0.6103872499999999,1.9031071560993695,1.9031071560993695,1.8105665554319612,0.337125
1999-02-09,,0.627304,0.6124016785714286,,1.8478269834630405,1.8039297475902363,0.339482
1999-02-10,0.613023,0.613023,0.6132054642857143,1.8095551554151783,1.8095551554151783,1.810093763573263,0.33877
1999-02-11,,0.6215115,0.614425,,1.8333239923541629,1.8124203558618086,0.339008
1999-02-12,0.63,0.63,0.6160602857142857,1.8525052928722654,1.8525052928722654,1.8115157778001816,0.34008
1999-02-13,,0.626161,0.6177378571428571,,1.8385766928810177,1.8138440855516724,0.3405683333333333
1999-02-14,,0.622322,0.6194577142857142,,1.8246879795146458,1.8162897102701823,0.3410566666666667
1999-02-15,0.618483,0.618483,0.6212198571428571,1.8108389816861614,1.8108389816861614,1.8188521487442566,0.341545
1999-02-16,0.61781,0.61781,0.6232504285714285,1.7974327791968996,1.7974327791968996,1.8132609539547784,0.343718
1999-02-17,0.613232,0.613232,0.6239767142857142,1.7781179956912174,1.7781179956912174,1.8092732025786418,0.344877
1999-02-18,0.625584,0.625584,0.624608,1.8174064110534602,1.8174064110534602,1.8145709986113452,0.344218
1999-02-19,0.62,0.62,0.6243968750000001,1.7972681524083394,1.7972681524083394,1.8100138998399853,0.344968
1999-02-20,,0.6179726666666666,0.623597386904762,,1.7887588802684606,1.8050399697366875,0.3454756666666667
1999-02-21,,0.6159453333333333,0.6222095357142857,,1.7802745797003712,1.798380082993263,0.3459833333333333
1999-02-22,0.613918,0.613918,0.6202333214285715,1.7718151409416116,1.7718151409416116,1.7900416502263305,0.346491
1999-02-23,0.62,0.62,0.6197116071428572,1.7679381563826846,1.7679381563826846,1.7671158003566025,0.350691
1999-02-24,,0.6200993333333333,0.6202170595238095,,1.7641366740350248,1.7644715963272275,0.351503
1999-02-25,,0.6201986666666667,0.6201232857142857,,1.7657605332786692,1.7655459170309582,0.351236
1999-02-26,0.620298,0.620298,0.6194302857142857,1.7636030728814236,1.7636030728814236,1.7611360270733298,0.351722
1999-02-27,,0.621222,0.6190775000000001,,1.7650876214307163,1.7589944206037043,0.3519496666666666
1999-02-28,,0.622146,0.6190649285714286,,1.7665702505934513,1.7578216142192438,0.3521773333333333
1999-03-01,0.62307,0.62307,0.6193925714285715,1.7680509640896127,1.7680509640896127,1.7576157302778663,0.352405
1999-03-02,0.624051,0.624051,0.6198383571428572,1.7601212804964042,1.7601212804964042,1.7482396196385763,0.35455
1999-03-03,0.622404,0.622404,0.6204935,1.7457709363543803,1.7457709363543803,1.740412205732622,0.356521
1999-03-04,0.664692,0.664692,0.6232869285714286,1.8629260089686097,1.8629260089686097,1.7468804051889817,0.3568
1999-03-05,,0.650989,0.6255004285714285,,1.8194977430579817,1.7482578324173135,0.357785
1999-03-06,0.637286,0.637286,0.6268799523809524,1.7797225027810228,1.7797225027810228,1.7506619599280024,0.3580816666666667
1999-03-07,,0.6388623333333333,0.6285168809523809,,1.782647760513796,1.753780355822425,0.3583783333333333
1999-03-08,,0.6404386666666667,0.6304112142857142,,1.7855681791779932,1.7576112477471644,0.358675
1999-03-09,0.642015,0.642015,0.6319837142857142,1.7889007155435679,1.7889007155435679,1.7609496954083566,0.358888
1999-03-10,0.627743,0.627743,0.6325296904761906,1.743072061665593,1.743072061665593,1.7563634029260906,0.360136
1999-03-11,0.652419,0.652419,0.6348311428571429,1.8167765686088864,1.8167765686088864,1.7678000569665475,0.359108
1999-03-12,0.622205,0.622205,0.6349673571428571,1.725280057675244,1.725280057675244,1.7606681375966535,0.36064
1999-03-13,,0.62158,0.6349929285714285,,1.7237350272970469,1.760931099881758,0.3606006666666667
1999-03-14,,0.620955,0.6349078571428571,,1.722189659826715,1.7608872567483402,0.3605613333333333
1999-03-15,0.62033,0.62033,0.6347121428571428,1.7206439551539159,1.7206439551539159,1.7605365077780075,0.360522
1999-03-16,0.629565,0.629565,0.6351060000000001,1.7403413425920806,1.7403413425920806,1.755658635293077,0.361748
1999-03-17,0.633423,0.633423,0.6358930714285715,1.7424996011157754,1.7424996011157754,1.7492945840561067,0.363514
1999-03-18,0.618492,0.618492,0.6325930714285715,1.7051499779444201,1.7051499779444201,1.7440258916755942,0.36272
1999-03-19,0.647043,0.647043,0.6323112142857144,1.785483083189152,1.785483083189152,1.7448314507968308,0.362391
1999-03-20,,0.6422643333333333,0.6326668095238095,,1.769310234635558,1.7428709693330338,0.3630026666666667
1999-03-21,,0.6374856666666667,0.6325684761904763,,1.753191797536401,1.7396687044528214,0.3636143333333333
1999-03-22,0.632707,0.632707,0.6320162142857144,1.7371274977623783,1.7371274977623783,1.7352309123613208,0.364226
1999-03-23,0.65,0.65,0.6325865714285716,1.7739690510630168,1.7739690510630168,1.7264446151266928,0.36641
1999-03-24,0.614091,0.614091,0.6316114285714286,1.675866190725701,1.675866190725701,1.723679778434822,0.366432
1999-03-25,0.536056,0.536056,0.6232997857142857,1.463098825276213,1.463098825276213,1.7012199924513234,0.366384
1999-03-26,0.638835,0.638835,0.6244876428571429,1.7390742142199913,1.7390742142199913,1.7000169946729284,0.367342
1999-03-27,,0.6388956250000001,0.6257244732142857,,1.7378097707701972,1.7019839560833119,0.3676441666666666
1999-03-28,,0.63895625,0.6270102767857144,,1.7365474041051276,1.7040807856554654,0.3679463333333333
1999-03-29,,0.639016875,0.6283450535714286,,1.7352871091124609,1.7063071636990472,0.3682485
1999-03-30,,0.6390775,0.6290245178571429,,1.7340288806966384,1.706751811213138,0.3685506666666667
1999-03-31,,0.639138125,0.6294327410714285,,1.7327727137788018,1.7064603662746125,0.3688528333333333
1999-04-01,,0.63919875,0.6309117946428572,,1.7315186032967183,1.709070159263337,0.369155
1999-04-02,,0.639259375,0.6303558214285714,,1.7140021262162735,1.6901296413546958,0.372963
1999-04-03,0.63932,0.63932,0.6301455119047619,1.7133913528212588,1.7133913528212588,1.6888035273677415,0.3731313333333333
1999-04-04,,0.6420116666666666,0.6304687976190476,,1.7198291988831134,1.688908011219889,0.3732996666666667
1999-04-05,,0.6447033333333334,0.6313256785714286,,1.7262612414807517,1.6904411584698784,0.373468
1999-04-06,0.647395,0.647395,0.6311396071428571,1.7253238671644935,1.7253238671644935,1.682002838632355,0.375231
1999-04-07,,0.6462115,0.6334339285714286,,1.7185104911842142,1.6845302996341478,0.37603
1999-04-08,0.645028,0.645028,0.6412176428571429,1.7186584920692018,1.7186584920692018,1.7085059054196485,0.375309
